,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
522,-17.294,-10.086,-14.523,-19.699,-5.14,7.973,4.79,-9.287,-0.097,0.798,-0.484,0.488,1.556,-0.336,80.0,4619.0,1.0
523,-20.45,-11.257,-17.841,-24.653,-6.709,8.16,4.313,-11.611,-0.095,0.795,-0.484,0.488,1.556,-0.214,80.0,4620.0,1.0
524,-22.409,-11.336,-19.545,-25.237,-6.484,9.438,4.922,-11.86,-0.096,0.795,-0.482,0.519,1.556,-0.275,80.0,4621.0,1.0
525,-22.153,-9.784,-18.925,-20.489,-3.988,11.749,7.02,-9.104,-0.097,0.794,-0.486,0.519,1.617,-0.244,80.0,4622.0,1.0
526,-20.545,-7.39,-16.762,-12.419,-0.181,14.35,10.064,-3.992,-0.098,0.797,-0.483,0.58,1.709,-0.244,80.0,4623.0,1.0
527,-19.807,-5.974,-15.029,-5.895,2.702,15.786,12.608,1.236,-0.096,0.796,-0.486,0.61,1.709,-0.214,80.0,4624.0,1.0
528,-21.138,-6.813,-15.168,-5.047,2.72,14.834,13.31,4.084,-0.097,0.794,-0.486,0.641,1.648,-0.214,80.0,4625.0,1.0
529,-23.75,-9.705,-16.989,-10.018,-0.326,11.509,11.916,3.45,-0.098,0.793,-0.486,0.58,1.648,-0.214,80.0,4626.0,1.0
530,-26.358,-13.59,-19.473,-17.861,-5.107,6.844,9.102,0.103,-0.097,0.791,-0.487,0.732,1.709,-0.214,80.0,4627.0,1.0
531,-28.434,-17.397,-21.832,-25.299,-9.891,2.078,5.806,-4.063,-0.096,0.793,-0.482,0.702,1.74,-0.153,80.0,4628.0,1.0
532,-29.871,-20.257,-23.562,-30.24,-13.437,-1.81,2.788,-7.372,-0.097,0.795,-0.48,0.702,1.709,-0.122,80.0,4629.0,1.0
533,-30.508,-21.583,-24.275,-32.092,-15.373,-4.265,0.429,-9.349,-0.096,0.794,-0.483,0.763,1.648,-0.061,80.0,4630.0,1.0
534,-30.303,-21.22,-23.791,-31.244,-15.938,-5.086,-1.086,-10.421,-0.097,0.793,-0.486,0.824,1.648,-0.061,80.0,4631.0,1.0
535,-29.426,-19.352,-22.123,-28.004,-15.331,-4.213,-1.431,-10.852,-0.097,0.794,-0.482,0.885,1.648,-0.061,80.0,4632.0,1.0
536,-27.972,-16.298,-19.421,-22.337,-13.512,-1.713,-0.274,-10.41,-0.097,0.791,-0.479,0.854,1.587,-0.092,80.0,4633.0,1.0
537,-26.036,-12.61,-16.228,-15.187,-10.75,1.935,2.226,-9.22,-0.097,0.791,-0.48,0.977,1.587,-0.061,80.0,4634.0,1.0
538,-24.25,-9.348,-13.725,-9.578,-8.154,5.656,5.199,-8.392,-0.095,0.793,-0.485,1.038,1.648,-0.031,80.0,4635.0,1.0
539,-23.615,-7.794,-13.206,-8.973,-7.24,8.137,7.47,-9.132,-0.097,0.794,-0.485,1.007,1.678,-0.031,80.0,4636.0,1.0
540,-24.34,-8.511,-14.987,-14.006,-8.719,8.564,8.315,-11.379,-0.096,0.794,-0.485,1.068,1.556,0.0,80.0,4637.0,1.0
541,-25.436,-10.966,-18.083,-21.654,-11.878,6.951,7.797,-13.812,-0.096,0.792,-0.483,1.068,1.526,0.061,80.0,4638.0,1.0
542,-25.882,-14.145,-21.078,-27.799,-15.218,3.73,6.386,-14.937,-0.095,0.792,-0.484,1.16,1.556,0.031,80.0,4639.0,1.0
543,-25.567,-17.087,-22.961,-29.914,-17.404,-0.535,4.537,-13.846,-0.096,0.793,-0.482,1.16,1.465,0.092,80.0,4640.0,1.0
544,-24.755,-18.847,-23.232,-27.785,-17.712,-4.965,2.691,-10.667,-0.095,0.792,-0.482,1.221,1.556,0.061,80.0,4641.0,1.0
545,-23.36,-18.658,-21.814,-23.03,-16.208,-8.514,1.208,-7.024,-0.096,0.793,-0.485,1.221,1.587,-0.031,80.0,4642.0,1.0
546,-21.272,-16.487,-19.083,-17.994,-13.683,-10.501,0.199,-5.366,-0.094,0.792,-0.485,1.282,1.526,0.0,80.0,4643.0,1.0
547,-19.03,-13.3,-15.872,-14.612,-11.23,-10.921,-0.471,-7.056,-0.094,0.792,-0.484,1.312,1.556,0.031,80.0,4644.0,1.0
548,-17.575,-10.51,-13.261,-13.994,-9.773,-10.336,-1.035,-11.351,-0.096,0.793,-0.482,1.282,1.556,-0.092,80.0,4645.0,1.0
549,-17.318,-9.023,-12.043,-16.389,-9.756,-9.567,-1.685,-16.301,-0.095,0.793,-0.485,1.221,1.495,-0.031,80.0,4646.0,1.0
550,-17.81,-8.867,-12.204,-20.923,-11.028,-9.379,-2.497,-20.161,-0.094,0.793,-0.483,1.312,1.587,-0.061,80.0,4647.0,1.0
551,-18.191,-9.471,-12.817,-25.2,-12.85,-10.033,-3.297,-21.942,-0.094,0.793,-0.487,1.373,1.587,0.0,80.0,4648.0,1.0
552,-17.694,-10.053,-12.567,-26.112,-14.134,-10.93,-3.562,-21.438,-0.094,0.794,-0.488,1.343,1.648,0.031,80.0,4649.0,1.0
553,-16.117,-10.05,-10.828,-22.68,-14.144,-11.053,-2.757,-19.377,-0.094,0.793,-0.487,1.282,1.465,-0.122,80.0,4650.0,1.0
554,-14.176,-9.418,-8.245,-17.648,-13.042,-9.833,-0.836,-17.141,-0.094,0.794,-0.486,1.16,1.526,-0.153,80.0,4651.0,1.0
555,-13.069,-8.39,-5.916,-14.67,-11.415,-7.309,1.88,-15.573,-0.094,0.794,-0.489,1.251,1.495,-0.122,80.0,4652.0,1.0
556,-13.389,-7.021,-4.293,-14.757,-9.517,-3.799,5.128,-14.281,-0.095,0.794,-0.486,1.312,1.495,-0.153,80.0,4653.0,1.0
557,-14.567,-5.172,-3.103,-16.37,-7.33,0.043,8.614,-12.602,-0.094,0.794,-0.486,1.282,1.465,-0.092,80.0,4654.0,1.0
558,-15.536,-2.906,-2.037,-17.799,-5.148,3.092,11.692,-10.747,-0.095,0.795,-0.489,1.282,1.434,-0.214,80.0,4655.0,1.0
559,-15.843,-0.809,-1.193,-18.688,-3.664,4.195,13.508,-9.338,-0.095,0.797,-0.488,1.282,1.495,-0.153,80.0,4656.0,1.0
560,-15.704,0.303,-0.774,-19.391,-3.414,2.936,13.567,-8.298,-0.095,0.794,-0.486,1.221,1.526,-0.122,80.0,4657.0,1.0
561,-15.068,0.111,-0.537,-19.57,-4.276,-0.006,12.071,-7.062,-0.095,0.795,-0.484,1.129,1.495,-0.092,80.0,4658.0,1.0
562,-13.431,-0.953,0.009,-18.599,-5.71,-3.308,9.687,-5.748,-0.096,0.793,-0.483,1.038,1.465,-0.061,80.0,4659.0,1.0
563,-10.834,-2.244,0.917,-16.997,-7.251,-5.841,7.075,-5.221,-0.095,0.797,-0.484,0.977,1.434,-0.122,80.0,4660.0,1.0
564,-8.24,-3.319,1.767,-16.084,-8.603,-7.217,4.599,-5.98,-0.095,0.799,-0.485,0.885,1.434,-0.214,80.0,4661.0,1.0
565,-6.449,-3.802,2.343,-16.319,-9.492,-7.778,2.318,-7.667,-0.097,0.799,-0.484,0.854,1.434,-0.183,80.0,4662.0,1.0
566,-5.146,-3.253,3.049,-16.569,-9.513,-8.064,0.334,-9.289,-0.096,0.798,-0.485,0.793,1.465,-0.183,80.0,4663.0,1.0
567,-3.51,-1.471,4.516,-14.886,-8.151,-8.198,-0.791,-9.46,-0.096,0.795,-0.482,0.671,1.312,-0.214,80.0,4664.0,1.0
568,-1.49,1.057,6.715,-10.398,-5.313,-7.852,-0.344,-7.364,-0.097,0.797,-0.481,0.641,1.373,-0.153,80.0,4665.0,1.0
569,0.013,3.245,8.594,-5.095,-1.812,-6.669,1.825,-3.848,-0.095,0.798,-0.485,0.702,1.343,-0.183,80.0,4666.0,1.0
570,0.186,4.213,8.906,-2.873,1.148,-4.459,5.27,-0.77,-0.096,0.799,-0.484,0.519,1.343,-0.092,80.0,4667.0,1.0
571,-0.9,3.95,7.434,-5.71,2.919,-1.24,9.358,0.734,-0.097,0.799,-0.486,0.366,1.343,-0.153,80.0,4668.0,1.0
572,-2.578,3.024,5.1,-11.767,3.542,2.519,13.307,0.827,-0.094,0.797,-0.482,0.397,1.221,-0.122,80.0,4669.0,1.0
573,-4.086,1.904,3.04,-17.673,3.181,5.794,16.122,0.168,-0.095,0.797,-0.484,0.366,1.221,-0.061,80.0,4670.0,1.0
574,-4.553,0.878,2.027,-20.95,1.959,7.514,17.003,-0.768,-0.096,0.796,-0.485,0.244,1.221,-0.061,80.0,4671.0,1.0
575,-3.307,0.249,2.433,-20.173,0.283,7.309,15.967,-1.532,-0.098,0.794,-0.488,0.244,1.251,0.031,80.0,4672.0,1.0
576,-0.741,0.149,4.074,-15.081,-1.1,5.751,13.946,-1.47,-0.097,0.795,-0.486,0.214,1.221,0.092,80.0,4673.0,1.0
577,1.608,0.223,5.91,-7.927,-1.733,3.859,12.004,-0.479,-0.097,0.795,-0.484,0.183,1.282,0.153,80.0,4674.0,1.0
578,2.266,-0.179,6.37,-3.307,-2.056,2.339,10.348,0.115,-0.096,0.795,-0.485,0.153,1.282,0.214,80.0,4675.0,1.0
579,0.978,-1.356,4.544,-4.387,-2.917,1.347,8.414,-1.332,-0.094,0.794,-0.481,0.153,1.282,0.214,80.0,4676.0,1.0
580,-1.525,-2.943,0.964,-9.856,-4.547,0.792,5.877,-4.687,-0.093,0.796,-0.485,0.214,1.251,0.244,80.0,4677.0,1.0
581,-4.528,-4.332,-3.068,-15.926,-6.428,0.469,3.174,-8.098,-0.094,0.796,-0.483,0.275,1.343,0.275,80.0,4678.0,1.0
582,-7.611,-5.267,-6.627,-20.341,-8.058,-0.054,0.999,-10.086,-0.093,0.796,-0.485,0.214,1.495,0.366,80.0,4679.0,1.0
583,-10.34,-5.914,-9.452,-23.341,-9.417,-1.234,-0.371,-10.674,-0.094,0.796,-0.483,0.244,1.373,0.397,80.0,4680.0,1.0
584,-12.261,-6.503,-11.462,-25.684,-10.696,-3.032,-1.149,-10.637,-0.094,0.796,-0.484,0.305,1.434,0.427,80.0,4681.0,1.0
585,-13.126,-7.088,-12.477,-27.238,-11.875,-4.785,-1.631,-10.585,-0.094,0.795,-0.483,0.275,1.373,0.366,80.0,4682.0,1.0
586,-12.899,-7.621,-12.446,-27.412,-12.653,-5.762,-1.866,-10.668,-0.094,0.794,-0.485,0.275,1.312,0.397,80.0,4683.0,1.0
587,-11.725,-8.141,-11.696,-26.085,-12.749,-5.864,-1.75,-10.611,-0.094,0.795,-0.482,0.305,1.434,0.305,80.0,4684.0,1.0
588,-10.095,-8.793,-10.814,-23.844,-12.232,-5.672,-1.314,-10.044,-0.094,0.794,-0.479,0.397,1.373,0.336,80.0,4685.0,1.0
589,-8.751,-9.595,-10.245,-21.295,-11.469,-5.752,-0.786,-8.916,-0.092,0.792,-0.48,0.427,1.312,0.366,80.0,4686.0,1.0
590,-8.151,-10.18,-10.041,-18.477,-10.788,-6.078,-0.472,-7.607,-0.092,0.79,-0.484,0.305,1.312,0.244,80.0,4687.0,1.0
591,-8.16,-9.957,-10.013,-15.367,-10.273,-6.158,-0.581,-6.562,-0.092,0.789,-0.482,0.458,1.373,0.214,80.0,4688.0,1.0
592,-8.454,-8.637,-10.049,-12.847,-9.915,-5.625,-1.156,-6.053,-0.092,0.787,-0.481,0.58,1.434,0.214,80.0,4689.0,1.0
593,-8.92,-6.589,-10.178,-12.496,-9.917,-4.74,-2.258,-6.473,-0.094,0.789,-0.483,0.702,1.434,0.122,80.0,4690.0,1.0
594,-9.301,-4.589,-10.291,-14.873,-10.544,-4.303,-3.994,-8.137,-0.096,0.79,-0.482,0.732,1.495,0.092,80.0,4691.0,1.0
595,-8.79,-3.215,-9.97,-18.526,-11.638,-4.945,-6.216,-10.624,-0.094,0.789,-0.48,0.793,1.434,0.092,80.0,4692.0,1.0
596,-6.638,-2.556,-8.857,-21.466,-12.701,-6.574,-8.495,-13.18,-0.093,0.789,-0.483,0.946,1.434,-0.092,80.0,4693.0,1.0
597,-3.094,-2.356,-7.042,-22.721,-13.327,-8.453,-10.325,-15.324,-0.091,0.789,-0.483,1.038,1.312,-0.092,80.0,4694.0,1.0
598,0.783,-2.241,-4.856,-21.633,-13.215,-9.679,-11.138,-16.366,-0.092,0.789,-0.484,1.129,1.373,-0.153,80.0,4695.0,1.0
599,3.894,-2.012,-2.702,-17.736,-12.23,-9.83,-10.511,-15.389,-0.093,0.793,-0.485,1.129,1.556,-0.183,80.0,4696.0,1.0
600,5.327,-1.866,-1.296,-12.4,-10.809,-9.34,-8.636,-12.362,-0.093,0.798,-0.486,1.282,1.465,-0.244,80.0,4697.0,1.0
601,4.393,-2.324,-1.477,-8.515,-9.854,-9.104,-6.299,-8.509,-0.095,0.798,-0.484,1.343,1.404,-0.336,80.0,4698.0,1.0
602,1.082,-3.908,-3.49,-7.846,-10.027,-9.747,-4.335,-5.283,-0.096,0.797,-0.483,1.221,1.251,-0.336,80.0,4699.0,1.0
603,-3.382,-6.584,-6.531,-9.666,-11.177,-11.223,-3.123,-3.235,-0.097,0.8,-0.484,1.251,1.312,-0.336,80.0,4700.0,1.0
604,-6.91,-9.467,-9.041,-11.753,-12.42,-12.936,-2.519,-1.863,-0.095,0.804,-0.482,1.221,1.221,-0.275,80.0,4701.0,1.0
605,-8.164,-11.424,-9.817,-12.317,-12.827,-14.341,-2.2,-0.353,-0.094,0.804,-0.485,1.099,1.251,-0.275,80.0,4702.0,1.0
606,-7.489,-11.818,-8.826,-11.12,-11.962,-15.274,-1.889,1.78,-0.094,0.801,-0.483,1.038,1.282,-0.366,80.0,4703.0,1.0
607,-5.81,-10.403,-6.644,-8.639,-9.717,-15.565,-1.195,4.611,-0.095,0.802,-0.485,0.854,1.19,-0.458,80.0,4704.0,1.0
608,-3.593,-7.22,-3.697,-4.816,-6.256,-14.847,0.198,7.749,-0.094,0.802,-0.48,0.793,1.282,-0.305,80.0,4705.0,1.0
609,-1.502,-3.259,-0.713,-0.078,-2.574,-13.298,1.81,10.119,-0.095,0.803,-0.48,0.671,1.251,-0.336,80.0,4706.0,1.0
610,-0.782,-0.517,0.909,2.886,-0.516,-12.068,2.257,10.02,-0.095,0.802,-0.483,0.671,1.251,-0.305,80.0,4707.0,1.0
611,-1.84,-0.363,0.361,1.077,-1.258,-12.193,0.448,6.305,-0.097,0.802,-0.485,0.61,1.221,-0.244,80.0,4708.0,1.0
612,-3.208,-2.039,-1.24,-4.641,-3.839,-13.254,-3.127,0.091,-0.094,0.801,-0.484,0.58,1.221,-0.305,80.0,4709.0,1.0
613,-2.851,-3.382,-1.658,-9.471,-5.898,-13.711,-6.629,-5.43,-0.096,0.8,-0.483,0.61,1.19,-0.153,80.0,4710.0,1.0
614,-0.203,-2.856,0.369,-8.989,-5.835,-12.52,-8.361,-7.416,-0.095,0.8,-0.485,0.458,1.16,-0.092,80.0,4711.0,1.0
615,3.46,-0.674,4.081,-2.641,-3.982,-10.183,-8.028,-5.539,-0.095,0.8,-0.482,0.458,1.038,-0.061,80.0,4712.0,1.0
616,6.14,1.699,7.357,5.945,-2.036,-8.257,-6.817,-2.106,-0.094,0.801,-0.482,0.366,1.038,-0.031,80.0,4713.0,1.0
617,6.351,2.789,8.251,11.482,-1.593,-8.005,-6.325,-0.203,-0.095,0.801,-0.479,0.275,1.068,0.0,80.0,4714.0,1.0
618,3.888,2.092,6.344,11.072,-2.98,-9.545,-7.354,-1.276,-0.094,0.799,-0.48,0.336,0.977,0.061,80.0,4715.0,1.0
619,-0.088,0.154,2.848,6.182,-5.255,-12.138,-9.622,-4.361,-0.096,0.798,-0.478,0.214,0.916,0.031,80.0,4716.0,1.0
620,-3.934,-2.093,-0.589,0.515,-7.164,-14.898,-12.283,-7.437,-0.096,0.795,-0.479,0.214,0.854,0.031,80.0,4717.0,1.0
621,-6.766,-3.996,-3.041,-3.194,-7.971,-17.12,-14.409,-8.963,-0.095,0.797,-0.479,0.275,0.824,0.092,80.0,4718.0,1.0
622,-8.914,-5.48,-4.596,-4.754,-7.807,-18.464,-15.366,-8.729,-0.094,0.798,-0.481,0.275,0.854,0.031,80.0,4719.0,1.0
623,-11.095,-6.871,-5.903,-6.04,-7.519,-19.126,-15.129,-7.865,-0.094,0.795,-0.482,0.305,0.824,-0.031,80.0,4720.0,1.0
624,-13.258,-8.338,-7.379,-8.798,-7.944,-19.681,-14.297,-7.855,-0.094,0.795,-0.48,0.366,0.854,0.0,80.0,4721.0,1.0
625,-14.524,-9.617,-8.801,-12.833,-9.224,-20.648,-13.745,-9.483,-0.094,0.796,-0.48,0.244,0.885,0.031,80.0,4722.0,1.0
626,-14.026,-10.165,-9.472,-15.778,-10.633,-21.971,-14.004,-12.195,-0.095,0.797,-0.482,0.305,0.854,-0.031,80.0,4723.0,1.0
627,-11.558,-9.608,-8.75,-14.429,-11.004,-22.925,-14.892,-14.218,-0.094,0.797,-0.479,0.305,0.824,-0.061,80.0,4724.0,1.0
628,-7.803,-8.293,-6.819,-7.809,-9.823,-22.882,-16.003,-14.162,-0.093,0.798,-0.479,0.397,0.793,-0.031,80.0,4725.0,1.0
629,-4.212,-7.311,-4.96,0.652,-8.004,-22.087,-17.257,-12.69,-0.093,0.799,-0.481,0.336,0.824,-0.031,80.0,4726.0,1.0
630,-2.425,-7.735,-4.749,5.165,-7.311,-21.471,-18.739,-11.962,-0.092,0.798,-0.479,0.366,0.854,-0.122,80.0,4727.0,1.0
631,-3.219,-9.717,-6.793,2.356,-8.83,-21.784,-20.203,-13.339,-0.094,0.796,-0.479,0.488,0.854,-0.153,80.0,4728.0,1.0
632,-5.496,-12.039,-9.877,-5.352,-11.775,-22.726,-20.8,-15.82,-0.094,0.799,-0.482,0.519,0.946,-0.183,80.0,4729.0,1.0
633,-6.823,-12.808,-11.561,-11.189,-13.952,-23.025,-19.583,-16.896,-0.094,0.796,-0.478,0.549,0.916,-0.214,80.0,4730.0,1.0
634,-5.831,-11.27,-10.478,-10.557,-13.951,-21.821,-16.773,-15.295,-0.091,0.796,-0.479,0.519,1.007,-0.183,80.0,4731.0,1.0
635,-3.472,-8.612,-7.66,-5.321,-12.396,-19.592,-13.957,-12.275,-0.091,0.796,-0.479,0.519,1.068,-0.244,80.0,4732.0,1.0
636,-1.345,-6.517,-5.018,-0.294,-10.614,-17.311,-12.462,-9.882,-0.091,0.795,-0.482,0.61,1.038,-0.183,80.0,4733.0,1.0
637,-0.01,-5.613,-3.461,1.953,-9.154,-15.346,-12.226,-9.114,-0.092,0.795,-0.48,0.702,1.16,-0.214,80.0,4734.0,1.0
638,0.652,-5.541,-2.91,1.777,-7.921,-13.438,-12.418,-9.703,-0.093,0.796,-0.48,0.732,1.221,-0.305,80.0,4735.0,1.0
639,0.605,-5.701,-3.064,0.514,-6.793,-11.252,-12.482,-10.637,-0.094,0.796,-0.48,0.732,1.19,-0.275,80.0,4736.0,1.0
640,-0.093,-5.509,-3.533,-0.958,-5.716,-8.753,-12.491,-10.975,-0.094,0.797,-0.482,0.793,1.282,-0.366,80.0,4737.0,1.0
641,-0.723,-4.4,-3.545,-1.98,-4.471,-6.219,-12.75,-10.232,-0.094,0.796,-0.479,0.916,1.282,-0.336,80.0,4738.0,1.0
642,-0.309,-2.124,-2.154,-1.265,-2.649,-4.024,-13.272,-8.075,-0.094,0.796,-0.481,0.763,1.312,-0.305,80.0,4739.0,1.0
643,1.372,0.906,0.925,2.171,-0.085,-2.467,-13.743,-4.43,-0.093,0.794,-0.479,0.763,1.343,-0.244,80.0,4740.0,1.0
644,3.601,3.802,4.826,7.115,2.795,-1.659,-13.862,-0.021,-0.093,0.795,-0.482,0.793,1.282,-0.275,80.0,4741.0,1.0
645,5.426,5.772,8.024,10.563,5.148,-1.533,-13.591,3.802,-0.094,0.798,-0.48,0.916,1.282,-0.305,80.0,4742.0,1.0
646,6.175,6.481,9.332,10.381,6.166,-1.949,-13.206,5.856,-0.095,0.795,-0.479,0.977,1.343,-0.244,80.0,4743.0,1.0
647,5.75,6.136,8.72,7.456,5.597,-2.699,-13.109,5.856,-0.097,0.796,-0.48,1.038,1.404,-0.153,80.0,4744.0,1.0
648,4.854,5.427,7.344,5.456,4.062,-3.507,-13.511,4.778,-0.096,0.796,-0.483,0.977,1.404,-0.305,80.0,4745.0,1.0
649,4.425,5.063,6.419,7.408,2.507,-4.263,-14.39,4.179,-0.096,0.795,-0.482,1.038,1.373,-0.275,80.0,4746.0,1.0
650,4.424,5.104,5.902,11.739,1.147,-5.216,-15.74,4.581,-0.094,0.797,-0.482,1.16,1.404,-0.305,80.0,4747.0,1.0
651,3.74,4.877,4.679,13.269,-0.622,-6.702,-17.52,4.853,-0.095,0.798,-0.482,1.099,1.373,-0.244,80.0,4748.0,1.0
652,1.69,3.794,2.164,9.169,-3.071,-8.661,-19.329,3.755,-0.092,0.798,-0.48,1.099,1.373,-0.214,80.0,4749.0,1.0
653,-0.878,2.04,-0.774,2.318,-5.422,-10.575,-20.495,1.55,-0.094,0.799,-0.48,1.19,1.282,-0.244,80.0,4750.0,1.0
654,-2.414,0.276,-2.664,-2.194,-6.625,-11.917,-20.689,-0.547,-0.093,0.799,-0.481,1.221,1.404,-0.275,80.0,4751.0,1.0
655,-2.223,-1.112,-2.796,-1.951,-6.546,-12.627,-20.316,-1.87,-0.094,0.799,-0.481,1.251,1.343,-0.275,80.0,4752.0,1.0
656,-0.865,-2.224,-1.632,1.964,-6.099,-13.152,-20.149,-2.651,-0.095,0.799,-0.481,1.19,1.404,-0.183,80.0,4753.0,1.0
657,0.644,-3.333,-0.291,6.955,-6.38,-14.053,-20.603,-3.299,-0.095,0.799,-0.481,1.099,1.343,-0.153,80.0,4754.0,1.0
658,1.597,-4.596,0.222,11.043,-7.713,-15.528,-21.392,-3.701,-0.097,0.799,-0.478,1.129,1.343,-0.183,80.0,4755.0,1.0
659,1.636,-5.975,-0.424,13.983,-9.415,-17.152,-21.725,-3.254,-0.094,0.799,-0.48,1.068,1.404,-0.122,80.0,4756.0,1.0
660,0.536,-7.301,-1.998,16.303,-10.546,-18.189,-20.943,-1.787,-0.095,0.8,-0.479,1.099,1.434,-0.061,80.0,4757.0,1.0
661,-1.693,-8.501,-4.307,17.009,-10.964,-18.409,-19.242,-0.425,-0.094,0.798,-0.479,1.007,1.434,-0.092,80.0,4758.0,1.0
662,-4.522,-9.633,-7.261,13.966,-11.235,-18.299,-17.498,-0.615,-0.092,0.795,-0.481,1.038,1.465,-0.031,80.0,4759.0,1.0
663,-6.96,-10.602,-10.242,7.341,-11.508,-18.324,-16.257,-2.1,-0.091,0.798,-0.485,0.977,1.343,0.0,80.0,4760.0,1.0
664,-8.08,-11.134,-12.089,0.509,-11.261,-18.48,-15.472,-3.15,-0.091,0.797,-0.483,1.068,1.495,-0.092,80.0,4761.0,1.0
665,-7.37,-10.974,-11.967,-3.223,-10.237,-18.624,-15.168,-3.031,-0.091,0.796,-0.482,1.099,1.526,-0.061,80.0,4762.0,1.0
666,-4.869,-10.062,-10.064,-3.355,-8.998,-18.798,-15.708,-3.014,-0.093,0.792,-0.483,1.099,1.465,-0.061,80.0,4763.0,1.0
667,-1.467,-8.724,-7.521,-1.581,-8.43,-19.111,-17.333,-4.668,-0.09,0.792,-0.481,1.099,1.617,-0.061,80.0,4764.0,1.0
668,1.347,-7.559,-5.644,0.414,-8.919,-19.413,-19.691,-8.001,-0.09,0.792,-0.479,1.19,1.648,-0.061,80.0,4765.0,1.0
669,2.697,-6.907,-4.95,2.351,-9.986,-19.178,-21.883,-11.53,-0.092,0.792,-0.48,1.282,1.617,-0.153,80.0,4766.0,1.0
670,3.055,-6.57,-4.934,5.082,-10.638,-17.796,-22.963,-13.614,-0.093,0.792,-0.477,1.434,1.709,-0.092,80.0,4767.0,1.0
671,3.336,-6.177,-4.836,8.734,-10.153,-15.045,-22.492,-13.511,-0.096,0.794,-0.481,1.465,1.556,-0.214,80.0,4768.0,1.0
672,3.583,-5.673,-4.583,11.197,-8.735,-11.478,-20.856,-11.772,-0.095,0.794,-0.479,1.556,1.556,-0.153,80.0,4769.0,1.0
673,3.168,-5.267,-4.706,9.831,-7.286,-8.282,-18.977,-9.791,-0.094,0.794,-0.48,1.526,1.465,-0.275,80.0,4770.0,1.0
674,2.073,-4.988,-5.396,4.731,-6.396,-6.505,-17.477,-8.467,-0.093,0.794,-0.481,1.648,1.465,-0.305,80.0,4771.0,1.0
675,1.083,-4.712,-6.183,-1.318,-5.921,-6.453,-16.277,-7.524,-0.093,0.797,-0.482,1.648,1.434,-0.305,80.0,4772.0,1.0
676,0.778,-4.484,-6.422,-5.565,-5.421,-7.614,-14.934,-6.092,-0.095,0.799,-0.482,1.526,1.495,-0.397,80.0,4773.0,1.0
677,1.271,-4.243,-5.536,-6.331,-4.444,-8.919,-13.096,-3.489,-0.093,0.797,-0.483,1.526,1.434,-0.366,80.0,4774.0,1.0
678,2.654,-3.595,-3.176,-2.745,-2.693,-9.456,-10.892,0.222,-0.093,0.798,-0.482,1.556,1.495,-0.336,80.0,4775.0,1.0
679,4.727,-2.418,0.141,4.241,-0.554,-9.254,-9.133,3.736,-0.095,0.798,-0.484,1.434,1.404,-0.336,80.0,4776.0,1.0
680,6.512,-1.279,2.977,11.492,0.844,-9.121,-8.788,5.054,-0.094,0.799,-0.484,1.404,1.373,-0.397,80.0,4777.0,1.0
681,6.795,-0.891,4.053,15.981,0.639,-9.663,-10.027,3.231,-0.092,0.799,-0.482,1.282,1.495,-0.397,80.0,4778.0,1.0
682,5.19,-1.38,3.148,16.564,-0.93,-10.773,-12.015,-0.719,-0.092,0.8,-0.485,1.221,1.495,-0.427,80.0,4779.0,1.0
683,2.578,-2.14,1.083,13.714,-2.765,-11.828,-13.568,-4.749,-0.093,0.8,-0.483,1.312,1.373,-0.366,80.0,4780.0,1.0
684,0.503,-2.313,-0.766,9.204,-3.692,-12.072,-13.846,-7.219,-0.094,0.801,-0.482,1.282,1.434,-0.366,80.0,4781.0,1.0
685,0.034,-1.498,-1.237,5.438,-3.155,-11.098,-12.74,-7.672,-0.093,0.798,-0.484,1.282,1.465,-0.397,80.0,4782.0,1.0
686,1.132,-0.031,-0.165,3.579,-1.514,-9.202,-10.868,-6.801,-0.092,0.796,-0.484,1.282,1.465,-0.366,80.0,4783.0,1.0
687,2.977,1.426,1.594,2.727,0.299,-7.14,-9.119,-5.821,-0.094,0.796,-0.484,1.221,1.404,-0.183,80.0,4784.0,1.0
688,4.719,2.524,3.069,1.697,1.553,-5.463,-8.049,-5.54,-0.095,0.795,-0.484,1.16,1.465,-0.183,80.0,4785.0,1.0
689,5.8,3.321,3.857,0.551,2.132,-4.295,-7.637,-5.894,-0.093,0.797,-0.48,1.19,1.343,-0.031,80.0,4786.0,1.0
690,5.908,3.836,3.941,-0.114,2.288,-3.618,-7.53,-6.324,-0.094,0.798,-0.485,1.16,1.282,-0.061,80.0,4787.0,1.0
691,5.076,3.937,3.427,0.184,2.397,-3.337,-7.3,-6.221,-0.094,0.797,-0.481,1.068,1.282,-0.092,80.0,4788.0,1.0
692,3.553,3.583,2.451,1.701,2.779,-3.167,-6.649,-5.295,-0.094,0.796,-0.487,1.068,1.16,-0.061,80.0,4789.0,1.0
693,1.436,2.859,1.018,3.724,3.435,-2.783,-5.59,-3.979,-0.094,0.796,-0.486,1.068,1.129,-0.122,80.0,4790.0,1.0
694,-0.96,2.083,-0.617,5.028,4.292,-1.975,-4.271,-2.996,-0.094,0.797,-0.486,0.977,1.129,-0.153,80.0,4791.0,1.0
