,EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
1988,-3.1,-11.21,-8.347,-4.462,-2.856,-6.929,0.888,0.332,-0.1,0.786,-0.491,-0.092,1.404,-0.61,80.0,6085.0,1.0
1989,-0.425,-8.843,-6.632,0.175,0.509,-4.996,2.773,4.359,-0.102,0.788,-0.489,-0.061,1.343,-0.641,80.0,6086.0,1.0
1990,1.853,-6.193,-5.45,4.134,3.935,-1.635,4.54,7.892,-0.102,0.788,-0.491,-0.031,1.373,-0.58,80.0,6087.0,1.0
1991,3.704,-3.813,-4.745,7.506,6.445,2.141,5.321,9.262,-0.103,0.786,-0.49,-0.031,1.343,-0.519,80.0,6088.0,1.0
1992,5.799,-1.919,-4.178,9.898,7.681,5.548,4.777,7.89,-0.103,0.786,-0.49,-0.061,1.312,-0.519,80.0,6089.0,1.0
1993,8.57,-0.634,-3.621,10.686,7.934,8.177,3.409,4.929,-0.104,0.785,-0.49,0.0,1.343,-0.488,80.0,6090.0,1.0
1994,11.425,-0.034,-3.252,9.507,7.758,9.893,2.182,2.293,-0.104,0.787,-0.49,0.092,1.343,-0.488,80.0,6091.0,1.0
1995,13.375,0.102,-3.259,6.368,7.655,10.764,1.93,1.379,-0.105,0.786,-0.49,0.122,1.16,-0.458,80.0,6092.0,1.0
1996,14.169,0.159,-3.623,2.097,7.904,10.877,2.894,2.453,-0.105,0.785,-0.491,0.183,1.068,-0.519,80.0,6093.0,1.0
1997,14.34,0.101,-4.258,-1.744,8.417,10.123,4.566,4.705,-0.103,0.787,-0.489,0.275,1.129,-0.458,80.0,6094.0,1.0
1998,14.49,-0.493,-5.074,-3.883,8.986,8.514,6.217,7.059,-0.105,0.787,-0.491,0.397,1.038,-0.458,80.0,6095.0,1.0
1999,15.036,-1.637,-5.788,-3.899,9.722,6.658,7.62,9.21,-0.104,0.786,-0.492,0.397,1.099,-0.488,80.0,6096.0,1.0
2000,16.277,-2.658,-6.049,-2.133,10.862,5.427,8.895,11.476,-0.102,0.784,-0.495,0.427,1.038,-0.275,80.0,6097.0,1.0
2001,18.152,-2.928,-5.826,0.608,12.157,5.115,9.799,13.772,-0.102,0.784,-0.494,0.488,1.007,-0.183,80.0,6098.0,1.0
2002,19.971,-2.547,-5.475,3.429,12.844,5.189,9.634,15.272,-0.102,0.786,-0.492,0.549,1.007,-0.122,80.0,6099.0,1.0
2003,20.893,-2.024,-5.31,5.785,12.335,4.913,7.99,15.177,-0.102,0.787,-0.491,0.58,0.916,-0.122,80.0,6100.0,1.0
2004,20.872,-1.43,-5.116,7.885,10.879,4.061,5.381,13.666,-0.102,0.786,-0.489,0.61,0.916,-0.153,80.0,6101.0,1.0
2005,20.562,-0.372,-4.377,10.554,9.434,3.029,3.001,11.924,-0.103,0.787,-0.491,0.763,0.916,-0.061,80.0,6102.0,1.0
2006,19.974,1.079,-3.259,13.777,8.673,2.271,1.683,10.935,-0.104,0.789,-0.492,0.793,0.946,-0.183,80.0,6103.0,1.0
2007,17.992,2.003,-3.003,15.494,8.194,1.646,1.07,10.421,-0.103,0.791,-0.492,0.793,1.038,-0.061,80.0,6104.0,1.0
2008,13.779,1.545,-4.703,13.426,7.115,0.605,0.211,9.515,-0.101,0.789,-0.492,0.824,0.946,0.0,80.0,6105.0,1.0
2009,7.966,-0.22,-8.031,7.749,5.205,-0.991,-1.13,7.869,-0.1,0.787,-0.488,0.793,1.099,0.0,80.0,6106.0,1.0
2010,1.837,-2.631,-11.725,0.356,2.96,-2.647,-2.336,5.544,-0.1,0.789,-0.492,0.824,1.129,-0.031,80.0,6107.0,1.0
2011,-3.823,-5.058,-14.786,-7.26,0.98,-3.692,-2.823,2.737,-0.1,0.787,-0.491,0.977,1.068,-0.092,80.0,6108.0,1.0
2012,-8.323,-6.754,-16.583,-13.814,-0.181,-3.578,-2.476,0.049,-0.099,0.787,-0.488,1.007,1.19,-0.031,80.0,6109.0,1.0
2013,-10.452,-6.721,-16.452,-17.474,0.095,-1.913,-1.436,-1.572,-0.099,0.786,-0.488,1.038,1.16,-0.031,80.0,6110.0,1.0
2014,-9.305,-4.379,-14.014,-16.943,2.133,1.363,0.119,-1.493,-0.099,0.782,-0.487,1.068,1.221,-0.061,80.0,6111.0,1.0
2015,-5.345,-0.247,-9.745,-12.738,5.41,5.746,1.885,0.035,-0.098,0.78,-0.485,1.282,1.251,-0.061,80.0,6112.0,1.0
2016,-0.072,4.446,-4.809,-6.713,8.609,10.235,3.221,1.997,-0.099,0.784,-0.487,1.343,1.312,-0.031,80.0,6113.0,1.0
2017,5.086,8.69,-0.248,-0.488,10.449,13.706,3.303,3.306,-0.1,0.784,-0.488,1.495,1.373,-0.031,80.0,6114.0,1.0
2018,9.336,12.051,3.59,5.362,10.573,15.28,1.8,3.582,-0.103,0.782,-0.491,1.556,1.404,-0.092,80.0,6115.0,1.0
2019,12.393,14.441,6.832,10.594,9.573,14.536,-0.711,3.345,-0.103,0.783,-0.492,1.709,1.312,-0.244,80.0,6116.0,1.0
2020,14.463,16.025,9.64,14.787,8.378,11.747,-3.119,3.565,-0.102,0.784,-0.491,1.801,1.312,-0.336,80.0,6117.0,1.0
2021,16.356,17.191,12.169,17.975,7.788,7.961,-4.432,5.105,-0.102,0.787,-0.491,1.953,1.282,-0.366,80.0,6118.0,1.0
2022,18.846,18.057,14.379,20.189,8.062,4.425,-4.336,8.005,-0.104,0.786,-0.491,1.953,1.282,-0.305,80.0,6119.0,1.0
2023,21.778,18.231,15.853,20.584,8.763,1.826,-3.36,11.221,-0.103,0.786,-0.492,1.953,1.16,-0.305,80.0,6120.0,1.0
2024,24.375,17.475,16.34,18.734,9.284,0.226,-2.462,13.507,-0.103,0.787,-0.493,2.106,1.129,-0.336,80.0,6121.0,1.0
2025,26.231,16.281,16.193,15.823,9.356,-0.621,-2.427,14.287,-0.101,0.786,-0.495,2.075,1.129,-0.366,80.0,6122.0,1.0
2026,27.449,15.454,15.982,13.684,9.058,-0.992,-3.393,13.775,-0.101,0.788,-0.493,2.136,1.038,-0.458,80.0,6123.0,1.0
2027,27.928,15.283,15.877,13.472,8.644,-1.079,-4.701,12.768,-0.101,0.788,-0.491,2.106,1.038,-0.519,80.0,6124.0,1.0
2028,27.11,15.225,15.437,15.088,8.271,-1.077,-5.376,12.096,-0.101,0.791,-0.494,2.136,1.038,-0.458,80.0,6125.0,1.0
2029,24.647,14.43,14.008,17.325,7.833,-1.179,-4.927,11.994,-0.101,0.792,-0.492,1.953,1.099,-0.366,80.0,6126.0,1.0
2030,20.948,12.594,11.458,19.031,7.235,-1.315,-3.603,12.213,-0.101,0.791,-0.493,2.045,1.068,-0.366,80.0,6127.0,1.0
2031,16.879,10.212,8.485,20.159,6.623,-1.141,-2.079,12.445,-0.101,0.79,-0.491,2.014,1.038,-0.336,80.0,6128.0,1.0
2032,13.153,8.02,6.071,21.14,6.108,-0.506,-1.039,12.286,-0.103,0.79,-0.496,1.953,1.038,-0.336,80.0,6129.0,1.0
2033,10.139,6.4,4.721,21.759,5.534,0.184,-0.868,11.342,-0.104,0.789,-0.495,1.923,1.129,-0.336,80.0,6130.0,1.0
2034,7.882,5.361,4.24,21.291,4.682,0.236,-1.516,9.799,-0.104,0.788,-0.494,1.892,1.068,-0.275,80.0,6131.0,1.0
2035,5.941,4.707,3.948,18.863,3.461,-0.801,-2.661,8.447,-0.104,0.788,-0.495,1.953,1.038,-0.275,80.0,6132.0,1.0
2036,3.482,4.092,3.122,13.781,1.931,-2.862,-3.951,8.064,-0.104,0.788,-0.495,1.892,1.068,-0.153,80.0,6133.0,1.0
2037,0.082,3.224,1.58,6.702,0.357,-5.432,-5.054,8.903,-0.103,0.788,-0.494,1.801,0.977,-0.122,80.0,6134.0,1.0
2038,-3.804,2.034,-0.268,-0.296,-1.0,-7.889,-5.744,10.339,-0.101,0.788,-0.497,1.77,0.916,-0.031,80.0,6135.0,1.0
2039,-7.467,0.538,-1.96,-5.452,-2.203,-9.838,-6.024,11.108,-0.101,0.787,-0.492,1.709,0.916,-0.031,80.0,6136.0,1.0
2040,-10.562,-1.12,-3.213,-8.209,-3.406,-11.0,-6.039,10.427,-0.102,0.788,-0.494,1.77,0.977,0.031,80.0,6137.0,1.0
2041,-12.875,-2.421,-3.718,-8.627,-4.438,-11.065,-5.971,8.634,-0.104,0.788,-0.494,1.709,0.916,0.153,80.0,6138.0,1.0
2042,-14.111,-2.758,-3.267,-6.956,-4.939,-9.975,-6.041,6.633,-0.103,0.787,-0.493,1.77,0.946,0.122,80.0,6139.0,1.0
2043,-14.522,-2.188,-2.23,-3.956,-4.761,-8.196,-6.347,5.186,-0.104,0.785,-0.496,1.678,0.854,0.153,80.0,6140.0,1.0
2044,-15.199,-1.518,-1.555,-1.02,-4.072,-6.541,-6.684,4.693,-0.104,0.787,-0.496,1.709,0.854,0.183,80.0,6141.0,1.0
2045,-17.063,-1.412,-1.958,0.712,-3.061,-5.698,-6.623,5.268,-0.103,0.786,-0.495,1.648,0.824,0.153,80.0,6142.0,1.0
2046,-19.873,-1.589,-3.188,1.356,-1.625,-5.749,-5.715,6.864,-0.102,0.785,-0.497,1.648,0.854,0.061,80.0,6143.0,1.0
2047,-22.741,-1.164,-4.334,1.86,0.491,-6.069,-3.766,9.186,-0.102,0.784,-0.496,1.617,0.824,0.183,80.0,6144.0,1.0
2048,-25.286,0.225,-4.808,2.535,3.244,-5.811,-1.088,11.518,-0.102,0.783,-0.497,1.587,0.824,0.122,80.0,6145.0,1.0
2049,-27.63,2.031,-4.662,2.797,6.334,-4.383,1.77,13.252,-0.102,0.785,-0.494,1.709,0.854,0.031,80.0,6146.0,1.0
2050,-29.556,3.542,-4.069,2.337,9.572,-1.695,4.463,14.602,-0.104,0.784,-0.495,1.77,0.824,0.0,80.0,6147.0,1.0
2051,-30.662,4.389,-3.243,1.31,12.587,1.555,6.677,15.867,-0.105,0.786,-0.495,1.831,0.916,-0.031,80.0,6148.0,1.0
2052,-31.263,4.335,-2.802,-0.421,14.439,4.071,7.91,16.462,-0.103,0.783,-0.494,1.77,0.885,-0.031,80.0,6149.0,1.0
2053,-32.349,3.2,-3.561,-3.21,14.198,4.887,7.901,15.663,-0.102,0.782,-0.494,1.77,0.824,-0.092,80.0,6150.0,1.0
2054,-34.532,1.104,-5.8,-6.866,11.771,4.061,6.932,13.642,-0.101,0.784,-0.491,1.831,0.763,-0.183,80.0,6151.0,1.0
2055,-37.35,-1.344,-8.738,-10.028,8.079,2.55,5.582,11.205,-0.102,0.786,-0.496,1.953,0.793,-0.122,80.0,6152.0,1.0
2056,-39.762,-3.239,-10.934,-10.732,4.611,1.514,4.396,9.193,-0.101,0.786,-0.497,1.953,0.702,-0.153,80.0,6153.0,1.0
2057,-41.159,-3.973,-11.535,-8.492,2.569,1.495,3.666,8.172,-0.104,0.785,-0.495,1.801,0.671,-0.275,80.0,6154.0,1.0
2058,-41.568,-3.594,-10.87,-5.15,2.295,2.163,3.399,8.231,-0.104,0.786,-0.497,1.862,0.702,-0.214,80.0,6155.0,1.0
2059,-41.111,-2.594,-9.637,-2.869,3.47,2.818,3.546,9.109,-0.104,0.785,-0.495,1.862,0.61,-0.244,80.0,6156.0,1.0
2060,-39.794,-1.53,-8.024,-1.855,5.515,2.96,4.088,10.508,-0.103,0.786,-0.494,1.953,0.641,-0.214,80.0,6157.0,1.0
2061,-37.659,-0.77,-5.82,-0.587,7.676,2.492,4.852,12.112,-0.101,0.786,-0.496,1.984,0.732,-0.244,80.0,6158.0,1.0
2062,-34.767,-0.308,-3.051,1.896,9.097,1.688,5.448,13.403,-0.102,0.787,-0.497,1.984,0.702,-0.214,80.0,6159.0,1.0
2063,-31.244,0.178,-0.264,4.563,9.194,1.0,5.585,13.869,-0.102,0.786,-0.496,1.984,0.824,-0.244,80.0,6160.0,1.0
2064,-27.738,0.859,1.653,5.441,7.996,0.716,5.347,13.418,-0.103,0.786,-0.497,1.831,0.763,-0.183,80.0,6161.0,1.0
2065,-25.568,1.384,1.802,3.388,5.934,0.688,4.986,12.28,-0.101,0.786,-0.497,1.831,0.732,-0.244,80.0,6162.0,1.0
2066,-25.695,1.32,-0.155,-0.989,3.484,0.502,4.599,10.674,-0.101,0.786,-0.495,1.831,0.732,-0.214,80.0,6163.0,1.0
2067,-27.508,0.886,-3.388,-5.36,1.236,0.088,4.26,8.931,-0.102,0.784,-0.497,1.923,0.854,-0.122,80.0,6164.0,1.0
2068,-29.363,0.718,-6.301,-7.069,-0.063,-0.025,4.268,7.731,-0.104,0.785,-0.496,1.923,0.824,-0.153,80.0,6165.0,1.0
2069,-30.247,1.01,-7.814,-5.233,0.102,0.838,5.06,7.958,-0.104,0.785,-0.497,1.862,0.824,-0.153,80.0,6166.0,1.0
2070,-30.205,1.399,-7.946,-1.492,1.591,2.901,6.831,9.848,-0.103,0.786,-0.493,1.862,0.824,-0.122,80.0,6167.0,1.0
2071,-29.547,1.491,-7.42,1.014,3.44,5.712,9.122,12.047,-0.103,0.789,-0.498,1.709,0.763,-0.092,80.0,6168.0,1.0
2072,-28.47,1.154,-7.034,0.004,4.354,8.414,11.058,12.482,-0.105,0.788,-0.496,1.709,0.824,-0.092,80.0,6169.0,1.0
2073,-27.136,0.652,-6.99,-3.405,3.844,10.354,12.232,10.699,-0.103,0.785,-0.495,1.709,0.824,-0.031,80.0,6170.0,1.0
2074,-25.553,0.588,-6.735,-5.472,2.663,11.34,12.99,8.351,-0.103,0.786,-0.497,1.678,0.885,0.031,80.0,6171.0,1.0
2075,-23.712,1.304,-5.857,-4.367,1.89,11.425,13.779,7.22,-0.102,0.786,-0.496,1.709,0.916,0.031,80.0,6172.0,1.0
2076,-22.067,2.44,-4.847,-2.145,2.044,10.852,14.754,7.777,-0.103,0.785,-0.498,1.709,1.038,0.0,80.0,6173.0,1.0
2077,-21.463,3.367,-4.507,-1.33,3.199,10.225,15.992,9.679,-0.102,0.785,-0.5,1.648,1.038,0.092,80.0,6174.0,1.0
2078,-22.361,3.737,-5.086,-2.178,5.235,10.296,17.537,12.401,-0.101,0.786,-0.498,1.678,1.068,0.122,80.0,6175.0,1.0
2079,-24.156,3.6,-6.18,-3.862,7.73,11.493,19.23,15.157,-0.102,0.787,-0.498,1.648,1.099,0.061,80.0,6176.0,1.0
2080,-25.366,3.374,-6.95,-5.458,10.172,13.718,20.781,17.16,-0.101,0.785,-0.496,1.556,1.129,0.031,80.0,6177.0,1.0
2081,-24.645,3.681,-6.45,-5.47,12.437,16.553,22.026,18.336,-0.102,0.783,-0.498,1.526,1.099,-0.061,80.0,6178.0,1.0
2082,-21.633,5.018,-4.186,-2.5,14.901,19.645,23.112,19.511,-0.102,0.784,-0.5,1.617,1.099,0.061,80.0,6179.0,1.0
2083,-16.965,7.439,-0.479,3.106,17.939,22.763,24.271,21.458,-0.102,0.785,-0.499,1.556,1.16,0.0,80.0,6180.0,1.0
2084,-11.865,10.344,3.623,8.969,21.167,25.375,25.157,23.435,-0.099,0.782,-0.499,1.465,1.16,-0.061,80.0,6181.0,1.0
2085,-7.743,12.706,6.828,12.494,23.444,26.581,24.857,23.467,-0.101,0.782,-0.498,1.556,1.282,-0.153,80.0,6182.0,1.0
2086,-5.483,13.823,8.301,12.853,23.968,25.911,22.937,20.653,-0.101,0.781,-0.499,1.465,1.282,-0.183,80.0,6183.0,1.0
2087,-4.772,13.933,8.091,10.949,23.061,23.942,20.117,16.369,-0.102,0.782,-0.498,1.465,1.312,-0.244,80.0,6184.0,1.0
2088,-4.456,13.938,6.893,8.255,21.628,21.791,17.601,12.928,-0.102,0.781,-0.498,1.495,1.282,-0.366,80.0,6185.0,1.0
2089,-3.901,14.331,5.385,6.264,20.189,20.203,16.052,11.785,-0.099,0.781,-0.5,1.587,1.312,-0.305,80.0,6186.0,1.0
2090,-3.616,14.699,3.89,6.051,18.766,19.345,15.41,13.065,-0.1,0.782,-0.499,1.526,1.404,-0.427,80.0,6187.0,1.0
2091,-4.232,14.563,2.672,7.565,17.421,19.021,15.291,15.984,-0.101,0.781,-0.498,1.678,1.282,-0.427,80.0,6188.0,1.0
2092,-5.465,14.062,2.132,9.453,16.282,18.636,15.045,18.951,-0.1,0.781,-0.501,1.709,1.251,-0.549,80.0,6189.0,1.0
2093,-6.441,13.564,2.55,10.246,15.246,17.454,13.914,20.073,-0.101,0.779,-0.497,1.678,1.221,-0.549,80.0,6190.0,1.0
2094,-6.473,13.212,3.982,10.145,14.253,15.434,11.804,18.733,-0.104,0.782,-0.496,1.801,1.221,-0.58,80.0,6191.0,1.0
2095,-5.216,13.024,6.403,10.767,13.642,13.519,9.647,16.207,-0.103,0.783,-0.497,1.831,1.221,-0.488,80.0,6192.0,1.0
2096,-2.55,13.184,9.684,12.791,13.942,12.878,8.684,14.328,-0.101,0.783,-0.498,1.74,1.312,-0.58,80.0,6193.0,1.0
2097,1.197,14.094,13.475,15.274,15.466,14.052,9.56,14.176,-0.101,0.783,-0.497,1.74,1.373,-0.641,80.0,6194.0,1.0
2098,5.112,16.069,17.31,17.397,18.174,16.751,12.076,15.921,-0.102,0.784,-0.499,1.801,1.282,-0.671,80.0,6195.0,1.0
2099,8.15,18.939,20.671,18.925,21.561,20.1,15.368,18.768,-0.103,0.784,-0.5,1.892,1.282,-0.519,80.0,6196.0,1.0
2100,9.813,22.11,23.037,19.347,24.693,23.058,18.28,21.096,-0.103,0.783,-0.499,1.74,1.251,-0.519,80.0,6197.0,1.0
2101,10.365,25.072,24.248,18.594,26.765,24.947,20.006,21.738,-0.104,0.782,-0.5,1.831,1.221,-0.488,80.0,6198.0,1.0
2102,10.334,27.534,24.597,17.5,27.49,25.661,20.466,20.899,-0.105,0.782,-0.501,1.862,1.221,-0.458,80.0,6199.0,1.0
2103,9.975,29.179,24.396,16.425,26.877,25.382,19.987,19.425,-0.105,0.782,-0.5,1.831,1.282,-0.427,80.0,6200.0,1.0
2104,9.484,29.829,23.881,15.024,25.165,24.311,18.843,17.978,-0.104,0.783,-0.498,1.831,1.19,-0.366,80.0,6201.0,1.0
2105,9.332,29.76,23.553,13.664,23.038,22.734,17.209,17.077,-0.105,0.78,-0.502,1.801,1.16,-0.305,80.0,6202.0,1.0
2106,9.968,29.469,24.104,13.868,21.488,21.083,15.407,17.26,-0.105,0.781,-0.5,1.831,1.099,-0.275,80.0,6203.0,1.0
2107,11.383,29.254,25.873,17.219,21.274,19.809,14.018,18.872,-0.103,0.783,-0.499,1.923,1.16,-0.214,80.0,6204.0,1.0
2108,13.214,29.206,28.498,23.771,22.475,19.252,13.571,21.619,-0.105,0.783,-0.5,1.953,0.977,-0.244,80.0,6205.0,1.0
2109,14.982,29.342,30.968,31.045,24.388,19.483,14.071,24.437,-0.105,0.783,-0.5,1.862,1.099,-0.153,80.0,6206.0,1.0
2110,16.098,29.512,32.099,35.3,25.943,20.171,14.996,26.273,-0.105,0.781,-0.498,1.801,1.129,-0.092,80.0,6207.0,1.0
2111,16.115,29.505,31.381,34.836,26.503,20.82,15.831,27.092,-0.103,0.783,-0.5,1.892,1.007,0.0,80.0,6208.0,1.0
2112,15.195,29.392,29.401,31.42,26.329,21.218,16.489,27.757,-0.103,0.782,-0.5,1.862,0.977,0.092,80.0,6209.0,1.0
2113,13.951,29.356,27.24,28.084,26.126,21.496,17.163,28.967,-0.104,0.781,-0.501,1.953,0.916,0.0,80.0,6210.0,1.0
2114,12.772,29.185,25.607,26.432,26.263,21.848,17.899,30.57,-0.103,0.782,-0.499,1.831,0.916,0.092,80.0,6211.0,1.0
2115,11.705,28.441,24.682,26.114,26.651,22.423,18.505,31.868,-0.102,0.782,-0.497,1.801,0.946,0.214,80.0,6212.0,1.0
2116,11.021,27.144,24.457,26.136,27.181,23.299,18.758,32.454,-0.102,0.782,-0.499,1.801,1.007,0.183,80.0,6213.0,1.0
2117,11.437,25.936,24.96,26.245,27.887,24.276,18.516,32.503,-0.102,0.783,-0.498,1.801,0.977,0.244,80.0,6214.0,1.0
2118,13.485,25.482,26.15,27.058,28.629,24.839,17.701,32.146,-0.103,0.782,-0.499,1.801,1.038,0.183,80.0,6215.0,1.0
2119,16.765,25.814,27.707,29.318,28.973,24.465,16.388,31.237,-0.103,0.784,-0.501,1.831,1.038,0.122,80.0,6216.0,1.0
2120,19.953,26.302,28.905,32.72,28.491,22.913,14.809,29.84,-0.103,0.783,-0.5,1.77,0.977,0.122,80.0,6217.0,1.0
2121,21.471,26.129,28.686,34.888,26.917,20.204,12.954,27.953,-0.1,0.782,-0.498,1.74,1.007,0.183,80.0,6218.0,1.0
2122,20.401,24.884,26.311,32.885,24.292,16.626,10.556,25.109,-0.1,0.781,-0.5,1.678,1.099,0.092,80.0,6219.0,1.0
2123,17.192,23.023,22.32,26.786,21.369,13.009,7.907,21.393,-0.1,0.781,-0.503,1.678,1.099,0.092,80.0,6220.0,1.0
2124,13.488,21.648,18.473,20.244,19.463,10.616,6.101,18.025,-0.101,0.782,-0.502,1.617,1.16,0.092,80.0,6221.0,1.0
2125,11.066,21.635,16.441,16.899,19.472,10.356,6.04,16.149,-0.101,0.782,-0.504,1.556,1.038,0.061,80.0,6222.0,1.0
2126,10.765,23.027,16.748,17.561,21.177,12.113,7.517,15.759,-0.099,0.78,-0.502,1.587,1.068,0.061,80.0,6223.0,1.0
2127,12.187,25.276,18.841,20.8,23.531,14.907,9.4,16.017,-0.099,0.781,-0.502,1.465,1.099,0.061,80.0,6224.0,1.0
2128,14.414,27.92,21.837,24.656,25.473,17.656,10.526,16.116,-0.1,0.783,-0.502,1.434,1.16,0.0,80.0,6225.0,1.0
2129,16.902,30.841,25.102,27.548,26.439,19.667,10.31,15.724,-0.103,0.782,-0.5,1.404,1.221,0.061,80.0,6226.0,1.0
2130,19.412,33.705,28.138,28.66,26.23,20.461,8.66,14.796,-0.099,0.783,-0.501,1.343,1.251,0.092,80.0,6227.0,1.0
2131,21.46,35.623,30.312,28.13,24.824,19.701,5.832,13.332,-0.101,0.783,-0.502,1.251,1.19,0.122,80.0,6228.0,1.0
2132,22.58,35.931,31.205,27.191,22.647,17.696,2.596,11.666,-0.1,0.782,-0.504,1.099,1.251,0.061,80.0,6229.0,1.0
2133,22.987,35.016,31.115,27.789,20.698,15.557,0.06,10.659,-0.101,0.785,-0.5,1.129,1.312,-0.031,80.0,6230.0,1.0
2134,23.406,33.917,30.751,30.701,19.889,14.425,-1.034,10.901,-0.103,0.783,-0.5,1.038,1.251,-0.061,80.0,6231.0,1.0
2135,24.19,33.341,30.503,34.197,20.4,14.75,-0.628,12.076,-0.103,0.785,-0.504,0.977,1.251,-0.122,80.0,6232.0,1.0
2136,24.943,33.287,30.288,35.845,21.912,16.314,1.078,13.813,-0.104,0.782,-0.502,0.854,1.19,-0.122,80.0,6233.0,1.0
2137,24.891,33.135,29.685,34.816,23.94,18.362,3.75,16.279,-0.104,0.783,-0.498,0.763,1.251,-0.092,80.0,6234.0,1.0
2138,23.313,31.85,27.966,31.566,25.722,19.761,6.645,19.353,-0.103,0.785,-0.501,0.61,1.19,-0.031,80.0,6235.0,1.0
2139,19.833,28.596,24.61,26.875,26.465,19.75,8.99,22.196,-0.102,0.784,-0.502,0.58,1.19,0.0,80.0,6236.0,1.0
2140,14.853,23.701,20.151,22.024,26.128,18.765,10.742,24.088,-0.101,0.784,-0.5,0.519,1.099,-0.061,80.0,6237.0,1.0
2141,9.81,18.842,16.187,18.581,25.57,18.197,12.565,25.071,-0.103,0.785,-0.497,0.336,1.19,-0.092,80.0,6238.0,1.0
2142,6.627,15.98,14.397,17.308,25.751,19.201,15.032,25.552,-0.102,0.783,-0.498,0.336,1.251,-0.122,80.0,6239.0,1.0
2143,6.541,16.061,15.597,17.828,27.008,21.844,17.971,25.719,-0.102,0.784,-0.501,0.275,1.19,0.0,80.0,6240.0,1.0
2144,9.25,18.496,19.341,19.316,28.99,25.223,20.521,25.443,-0.102,0.782,-0.504,0.397,1.16,0.0,80.0,6241.0,1.0
2145,13.136,21.548,24.006,21.084,30.878,27.964,21.583,24.417,-0.101,0.782,-0.5,0.244,1.19,-0.061,80.0,6242.0,1.0
2146,16.376,23.323,27.554,22.773,31.682,28.667,20.311,22.37,-0.103,0.782,-0.5,0.214,1.19,-0.031,80.0,6243.0,1.0
2147,18.026,22.977,28.888,24.661,30.868,26.653,16.675,19.475,-0.102,0.782,-0.498,0.122,1.19,-0.061,80.0,6244.0,1.0
2148,18.426,21.338,28.7,27.713,28.921,22.647,11.764,16.645,-0.102,0.782,-0.501,0.061,1.19,-0.031,80.0,6245.0,1.0
2149,18.764,20.146,28.72,32.327,26.979,18.317,7.084,15.081,-0.101,0.782,-0.502,0.183,1.19,-0.092,80.0,6246.0,1.0
2150,20.149,20.533,30.036,37.13,25.806,15.034,3.411,15.196,-0.101,0.782,-0.497,0.122,1.19,0.0,80.0,6247.0,1.0
2151,22.865,22.328,32.277,39.959,25.269,13.322,0.552,15.951,-0.1,0.782,-0.499,0.092,1.221,0.0,80.0,6248.0,1.0
2152,26.214,24.557,34.201,39.594,24.626,13.142,-2.016,15.523,-0.101,0.781,-0.499,0.061,1.221,-0.061,80.0,6249.0,1.0
2153,29.093,26.267,34.746,36.146,23.157,14.085,-4.622,12.884,-0.101,0.782,-0.5,0.092,1.282,-0.031,80.0,6250.0,1.0
2154,30.798,26.896,33.641,30.645,20.675,15.415,-7.235,8.55,-0.103,0.783,-0.498,0.122,1.282,0.061,80.0,6251.0,1.0
2155,31.242,26.304,31.451,24.697,17.73,16.439,-9.338,4.038,-0.1,0.781,-0.498,0.275,1.221,0.0,80.0,6252.0,1.0
2156,30.651,24.809,29.264,20.058,15.449,16.947,-10.028,1.053,-0.1,0.779,-0.497,0.183,1.129,-0.122,80.0,6253.0,1.0
2157,29.463,23.138,28.185,18.105,14.991,17.212,-8.572,0.841,-0.101,0.779,-0.497,0.183,1.221,-0.061,80.0,6254.0,1.0
2158,28.483,22.195,28.873,19.468,17.019,17.798,-4.823,3.783,-0.102,0.778,-0.497,0.275,1.221,-0.061,80.0,6255.0,1.0
2159,28.474,22.595,31.236,23.743,21.385,19.172,0.733,9.315,-0.105,0.776,-0.492,0.336,1.19,-0.183,80.0,6256.0,1.0
2160,29.163,24.102,34.272,29.585,27.005,21.148,6.995,16.112,-0.102,0.774,-0.493,0.549,1.099,-0.183,80.0,6257.0,1.0
2161,29.219,25.678,36.499,35.419,32.176,22.898,12.538,22.491,-0.101,0.775,-0.495,0.61,1.068,-0.183,80.0,6258.0,1.0
2162,27.688,26.384,36.916,40.047,35.371,23.657,16.196,26.946,-0.1,0.776,-0.493,0.702,1.068,-0.153,80.0,6259.0,1.0
2163,24.968,26.136,35.54,42.433,35.899,23.327,17.513,28.548,-0.097,0.777,-0.494,0.793,1.19,-0.153,80.0,6260.0,1.0
2164,21.988,25.398,32.94,41.316,33.987,22.404,16.728,27.176,-0.1,0.775,-0.495,0.916,1.251,-0.244,80.0,6261.0,1.0
2165,19.214,24.578,29.681,36.15,30.502,21.518,14.55,23.772,-0.101,0.777,-0.494,0.916,1.221,-0.214,80.0,6262.0,1.0
2166,16.88,23.911,26.352,28.621,26.574,21.047,11.812,20.092,-0.101,0.777,-0.497,0.977,1.221,-0.183,80.0,6263.0,1.0
2167,15.387,23.427,23.479,21.903,22.881,20.781,8.835,17.249,-0.1,0.778,-0.499,1.099,1.221,-0.153,80.0,6264.0,1.0
2168,14.992,22.923,21.248,18.177,19.245,19.984,5.191,14.689,-0.101,0.777,-0.498,1.251,1.312,-0.305,80.0,6265.0,1.0
