EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
7731.654,-60554.541,-178861.690,-183105.069,-135839.160,-189643.126,-161978.194,-217509.798,-0.155,0.998,0.040,-1.099,4.028,0.366,93.333,113.000,1.000
8640.346,-58720.738,-178767.339,-182476.283,-132635.227,-186558.264,-158911.691,-215268.290,-0.155,0.996,0.038,-1.160,4.028,0.275,93.333,114.000,1.000
9528.054,-56891.415,-178598.348,-181781.846,-129407.622,-183427.171,-155804.100,-212928.143,-0.157,0.995,0.038,-1.343,4.150,0.366,93.333,115.000,1.000
10389.233,-55077.809,-178358.426,-181025.426,-126181.539,-180267.228,-152681.204,-210526.693,-0.156,0.993,0.040,-1.343,4.150,0.366,93.333,116.000,1.000
11225.497,-53283.857,-178050.475,-180209.866,-122972.744,-177089.718,-149560.386,-208090.777,-0.155,0.992,0.038,-1.251,4.150,0.366,93.333,117.000,1.000
12042.780,-51501.420,-177675.460,-179336.067,-119762.754,-173885.137,-146423.701,-205593.838,-0.153,0.993,0.038,-1.343,4.272,0.397,93.333,118.000,1.000
12840.294,-49727.892,-177234.914,-178405.495,-116537.798,-170647.132,-143257.130,-203012.486,-0.153,0.993,0.037,-1.404,4.303,0.397,93.333,119.000,1.000
13612.519,-47972.109,-176731.962,-177421.170,-113317.395,-167388.818,-140081.139,-200375.579,-0.153,0.995,0.042,-1.495,4.364,0.549,93.333,120.000,1.000
14360.725,-46237.268,-176168.738,-176385.101,-110118.861,-164120.500,-136914.651,-197713.765,-0.156,0.996,0.043,-1.465,4.486,0.519,93.333,121.000,1.000
15091.833,-44513.955,-175545.250,-175297.207,-106925.531,-160831.790,-133740.774,-195005.182,-0.157,0.997,0.044,-1.465,4.639,0.519,93.333,122.000,1.000
15806.088,-42797.579,-174862.185,-174158.132,-103719.636,-157513.204,-130539.834,-192220.303,-0.155,0.997,0.044,-1.434,4.730,0.488,93.333,123.000,1.000
16496.542,-41097.705,-174122.638,-172970.933,-100518.428,-154177.294,-127328.516,-189382.202,-0.155,0.998,0.045,-1.556,4.669,0.427,93.333,124.000,1.000
17161.540,-39421.371,-173329.599,-171738.550,-97345.275,-150839.341,-124131.758,-186528.935,-0.154,0.998,0.042,-1.587,4.791,0.610,93.333,125.000,1.000
17807.205,-37761.374,-172483.829,-170461.710,-94189.191,-147493.171,-120939.717,-183647.921,-0.151,1.000,0.045,-1.617,4.913,0.519,93.333,126.000,1.000
18435.842,-36111.070,-171585.977,-169141.021,-91028.054,-144126.748,-117729.812,-180704.634,-0.151,0.999,0.046,-1.709,4.944,0.549,93.333,127.000,1.000
19042.188,-34477.672,-170638.852,-167779.170,-87871.971,-140748.161,-114512.251,-177711.671,-0.151,0.995,0.042,-1.801,5.005,0.580,93.333,128.000,1.000
19624.396,-32869.030,-169645.572,-166379.050,-84745.950,-137373.635,-111313.920,-174708.945,-0.154,0.993,0.045,-1.831,5.157,0.671,93.333,129.000,1.000
20189.126,-31278.288,-168606.956,-164941.237,-81644.226,-133999.901,-108130.539,-171691.873,-0.152,0.992,0.046,-1.801,5.096,0.702,93.333,130.000,1.000
20740.920,-29695.154,-167522.886,-163465.474,-78541.668,-130612.446,-104936.402,-168622.067,-0.154,0.990,0.043,-1.648,5.096,0.732,93.333,131.000,1.000
21274.955,-28123.829,-166395.114,-161953.506,-75441.606,-127214.679,-101734.002,-165501.571,-0.156,0.990,0.046,-1.587,5.249,0.671,93.333,132.000,1.000
21786.207,-26575.115,-165226.292,-160408.090,-72371.179,-123823.879,-98551.233,-162372.563,-0.156,0.989,0.050,-1.617,5.280,0.671,93.333,133.000,1.000
22277.952,-25047.578,-164017.065,-158830.016,-69332.882,-120441.534,-95391.501,-159243.106,-0.153,0.987,0.049,-1.587,5.310,0.671,93.333,134.000,1.000
22754.322,-23532.273,-162766.850,-157218.798,-66302.536,-117053.407,-92230.022,-156077.200,-0.154,0.987,0.045,-1.404,5.402,0.519,93.333,135.000,1.000
23211.878,-22031.045,-161477.062,-155575.825,-63276.604,-113658.782,-89062.739,-152866.604,-0.153,0.988,0.046,-1.282,5.402,0.427,93.333,136.000,1.000
23646.636,-20553.386,-160150.792,-153904.077,-60279.627,-110273.842,-85915.752,-149649.300,-0.154,0.987,0.048,-1.190,5.524,0.427,93.333,137.000,1.000
24063.113,-19098.006,-158789.446,-152204.845,-57318.252,-106903.132,-82797.691,-146440.630,-0.154,0.989,0.050,-1.129,5.524,0.397,93.333,138.000,1.000
24467.539,-17654.819,-157392.501,-150477.503,-54369.239,-103533.260,-79684.961,-143207.590,-0.157,0.991,0.051,-1.068,5.493,0.458,93.333,139.000,1.000
24857.067,-16225.033,-155960.843,-148722.799,-51425.399,-100161.479,-76568.513,-139935.879,-0.156,0.990,0.050,-1.007,5.493,0.458,93.333,140.000,1.000
25225.032,-14822.145,-154497.569,-146943.673,-48513.886,-96805.811,-73475.020,-136664.226,-0.158,0.987,0.051,-0.946,5.310,0.519,93.333,141.000,1.000
25573.180,-13450.568,-153004.737,-145142.115,-45651.028,-93476.532,-70421.828,-133419.700,-0.157,0.988,0.051,-0.702,5.219,0.610,93.333,142.000,1.000
25908.806,-12099.629,-151481.929,-143317.772,-42815.632,-90160.548,-67388.104,-130172.319,-0.160,0.986,0.052,-0.610,5.188,0.519,93.333,143.000,1.000
26232.258,-10762.708,-149929.113,-141470.689,-39989.083,-86846.880,-64354.795,-126892.505,-0.162,0.987,0.051,-0.488,5.096,0.549,93.333,144.000,1.000
26537.676,-9445.992,-148348.358,-139602.888,-37187.543,-83545.956,-61338.769,-123604.685,-0.162,0.990,0.049,-0.488,5.005,0.671,93.333,145.000,1.000
26824.925,-8152.391,-146741.346,-137715.893,-34428.100,-80268.233,-58358.967,-120339.212,-0.163,0.991,0.051,-0.427,4.730,0.702,93.333,146.000,1.000
27099.976,-6873.094,-145107.775,-135809.247,-31694.720,-77004.070,-55400.125,-117075.040,-0.163,0.992,0.052,-0.458,4.639,0.763,93.333,147.000,1.000
27363.313,-5603.543,-143447.909,-133883.097,-28968.681,-73743.122,-52442.814,-113781.049,-0.164,0.993,0.052,-0.305,4.425,0.946,93.333,148.000,1.000
27608.864,-4353.064,-141764.338,-131939.932,-26265.487,-70496.015,-49502.509,-110477.370,-0.165,0.993,0.051,-0.305,4.120,0.946,93.333,149.000,1.000
27835.983,-3128.724,-140059.362,-129981.982,-23607.701,-67276.705,-46602.953,-107200.467,-0.167,0.994,0.052,-0.244,3.906,0.946,93.333,150.000,1.000
28052.047,-1922.673,-138332.701,-128008.988,-20983.745,-64078.117,-43732.818,-103936.781,-0.167,0.995,0.050,-0.275,3.723,1.099,93.333,151.000,1.000
28260.467,-726.188,-136583.669,-126020.308,-18369.589,-60886.497,-40866.800,-100649.261,-0.167,0.995,0.052,-0.275,3.418,1.251,93.333,152.000,1.000
28455.931,455.527,-134813.795,-124017.434,-15773.089,-57707.807,-38012.334,-97347.557,-0.167,0.996,0.052,-0.275,3.143,1.343,93.333,153.000,1.000
28635.030,1614.392,-133025.251,-122002.442,-13218.757,-54557.285,-35195.401,-94071.057,-0.165,0.998,0.054,-0.305,2.838,1.312,93.333,154.000,1.000
28802.186,2754.743,-131218.222,-119975.443,-10702.027,-51432.026,-32412.474,-90816.889,-0.167,0.999,0.053,-0.427,2.563,1.404,93.333,155.000,1.000
28960.113,3883.947,-129392.239,-117935.915,-8198.974,-48318.064,-29638.706,-87547.973,-0.165,1.000,0.054,-0.458,2.319,1.495,93.333,156.000,1.000
29103.313,4996.260,-127549.033,-115885.486,-5713.360,-45218.771,-26876.978,-84266.207,-0.164,1.000,0.054,-0.519,2.045,1.587,93.333,157.000,1.000
29227.591,6081.294,-125691.364,-113826.763,-3272.273,-42150.890,-24155.439,-81013.165,-0.162,1.000,0.054,-0.549,1.892,1.617,93.333,158.000,1.000
29338.196,7142.254,-123819.706,-111760.107,-877.625,-39114.972,-21477.478,-77796.124,-0.160,0.999,0.053,-0.580,1.709,1.770,93.333,159.000,1.000
