EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-13.503,-19.021,-17.454,-18.758,-15.531,-22.317,-15.303,-14.846,-0.094,0.795,-0.486,1.068,1.068,-0.183,80.000,4122.000,1.000
-13.416,-19.239,-16.929,-19.373,-16.789,-22.199,-15.715,-15.760,-0.094,0.796,-0.487,1.038,1.038,-0.214,80.000,4123.000,1.000
-15.079,-20.831,-17.211,-20.016,-18.850,-23.089,-16.893,-17.196,-0.097,0.795,-0.487,1.007,0.916,-0.183,80.000,4124.000,1.000
-17.294,-22.861,-17.449,-19.522,-20.751,-24.734,-18.577,-18.602,-0.096,0.795,-0.487,0.946,0.916,-0.061,80.000,4125.000,1.000
-18.737,-24.113,-16.908,-17.602,-21.636,-26.613,-20.294,-19.519,-0.096,0.794,-0.483,0.885,0.946,-0.092,80.000,4126.000,1.000
-18.889,-23.867,-15.387,-15.076,-21.188,-28.045,-21.495,-19.679,-0.095,0.794,-0.486,0.824,0.946,0.000,80.000,4127.000,1.000
-17.762,-22.051,-13.030,-12.788,-19.522,-28.257,-21.715,-18.898,-0.094,0.793,-0.487,0.793,0.763,-0.031,80.000,4128.000,1.000
-15.408,-19.014,-10.052,-10.817,-16.926,-26.706,-20.705,-17.130,-0.094,0.793,-0.487,0.793,0.885,-0.031,80.000,4129.000,1.000
-12.291,-15.604,-6.889,-9.224,-13.932,-23.636,-18.646,-14.749,-0.095,0.793,-0.488,0.793,0.824,-0.061,80.000,4130.000,1.000
-9.599,-13.164,-4.289,-8.599,-11.379,-20.240,-16.278,-12.500,-0.096,0.794,-0.486,0.885,0.885,0.031,80.000,4131.000,1.000
-8.389,-12.863,-2.856,-9.239,-9.990,-18.043,-14.516,-10.972,-0.096,0.793,-0.485,0.824,0.824,0.031,80.000,4132.000,1.000
-8.549,-14.805,-2.542,-10.540,-9.764,-17.818,-13.672,-10.152,-0.095,0.792,-0.487,0.763,0.763,0.092,80.000,4133.000,1.000
-9.190,-17.896,-2.853,-11.631,-9.969,-18.995,-13.185,-9.572,-0.096,0.792,-0.486,0.763,0.732,0.061,80.000,4134.000,1.000
-9.905,-20.784,-3.546,-12.262,-9.889,-20.265,-12.336,-8.905,-0.096,0.793,-0.488,0.732,0.854,0.122,80.000,4135.000,1.000
-11.014,-22.837,-4.825,-12.844,-9.380,-20.688,-11.032,-8.320,-0.095,0.793,-0.485,0.610,0.793,0.122,80.000,4136.000,1.000
-12.678,-24.019,-6.748,-13.694,-8.572,-20.031,-9.641,-8.162,-0.095,0.792,-0.485,0.671,0.793,0.153,80.000,4137.000,1.000
-14.533,-24.307,-8.861,-14.394,-7.448,-18.462,-8.444,-8.384,-0.094,0.793,-0.482,0.671,0.732,0.153,80.000,4138.000,1.000
-16.260,-23.718,-10.600,-14.050,-6.034,-16.372,-7.566,-8.493,-0.094,0.792,-0.484,0.671,0.793,0.214,80.000,4139.000,1.000
-17.850,-22.493,-11.748,-12.449,-4.696,-14.230,-7.142,-8.043,-0.092,0.793,-0.484,0.702,0.793,0.214,80.000,4140.000,1.000
-19.230,-20.924,-12.444,-10.613,-3.919,-12.293,-7.152,-7.014,-0.089,0.793,-0.486,0.763,0.702,0.153,80.000,4141.000,1.000
-20.069,-19.128,-12.877,-9.621,-3.796,-10.466,-7.171,-5.619,-0.090,0.793,-0.486,0.793,0.885,0.153,80.000,4142.000,1.000
-20.203,-17.240,-13.131,-9.648,-4.025,-8.656,-6.653,-4.062,-0.092,0.793,-0.487,0.763,0.885,0.061,80.000,4143.000,1.000
-20.061,-15.745,-13.369,-10.681,-4.461,-7.211,-5.599,-2.755,-0.093,0.793,-0.486,0.763,0.946,0.061,80.000,4144.000,1.000
-20.267,-15.225,-13.849,-12.819,-5.289,-6.697,-4.628,-2.297,-0.091,0.793,-0.483,0.671,0.977,-0.031,80.000,4145.000,1.000
-20.931,-15.736,-14.588,-15.413,-6.527,-7.238,-4.386,-2.901,-0.091,0.794,-0.487,0.702,0.916,0.000,80.000,4146.000,1.000
-21.716,-16.654,-15.243,-16.982,-7.720,-8.290,-4.997,-4.055,-0.090,0.794,-0.490,0.732,1.007,-0.092,80.000,4147.000,1.000
-22.426,-17.146,-15.456,-16.478,-8.240,-9.030,-5.989,-4.912,-0.091,0.792,-0.486,0.671,1.038,-0.153,80.000,4148.000,1.000
-23.114,-16.786,-15.247,-14.419,-7.834,-8.955,-6.677,-4.997,-0.093,0.792,-0.485,0.732,1.068,-0.153,80.000,4149.000,1.000
-23.796,-15.848,-15.040,-12.510,-6.829,-8.174,-6.621,-4.428,-0.093,0.794,-0.487,0.854,1.160,-0.092,80.000,4150.000,1.000
-24.338,-14.960,-15.194,-11.980,-5.738,-7.100,-5.652,-3.408,-0.093,0.794,-0.488,0.732,1.221,-0.153,80.000,4151.000,1.000
-24.513,-14.500,-15.557,-12.451,-4.806,-6.038,-3.735,-1.886,-0.091,0.794,-0.486,0.641,1.251,-0.275,80.000,4152.000,1.000
-23.958,-14.360,-15.614,-12.684,-4.098,-5.248,-1.167,-0.015,-0.091,0.794,-0.488,0.671,1.282,-0.305,80.000,4153.000,1.000
-22.256,-14.258,-15.056,-12.150,-3.794,-5.128,1.277,1.403,-0.091,0.795,-0.484,0.671,1.221,-0.366,80.000,4154.000,1.000
-19.508,-14.240,-14.190,-11.537,-4.233,-6.034,2.758,1.478,-0.091,0.794,-0.485,0.702,1.190,-0.427,80.000,4155.000,1.000
-16.772,-14.731,-13.801,-11.736,-5.605,-7.899,3.012,0.189,-0.092,0.796,-0.485,0.702,1.312,-0.397,80.000,4156.000,1.000
-15.343,-15.954,-14.422,-12.528,-7.555,-10.121,2.453,-1.529,-0.093,0.794,-0.486,0.641,1.251,-0.397,80.000,4157.000,1.000
-15.592,-17.515,-15.871,-13.029,-9.324,-11.900,1.632,-2.778,-0.094,0.793,-0.486,0.519,1.190,-0.427,80.000,4158.000,1.000
-16.915,-18.714,-17.629,-13.242,-10.412,-12.689,0.747,-3.578,-0.093,0.794,-0.486,0.610,1.282,-0.458,80.000,4159.000,1.000
-18.548,-18.992,-19.304,-14.009,-10.866,-12.309,-0.247,-4.512,-0.095,0.795,-0.484,0.549,1.282,-0.488,80.000,4160.000,1.000
-20.011,-18.144,-20.657,-15.869,-10.966,-10.842,-1.264,-5.834,-0.095,0.795,-0.481,0.641,1.251,-0.458,80.000,4161.000,1.000
-20.928,-16.419,-21.437,-18.525,-10.857,-8.643,-2.007,-7.238,-0.094,0.794,-0.484,0.702,1.221,-0.427,80.000,4162.000,1.000
-20.813,-14.308,-21.274,-20.763,-10.416,-6.331,-2.219,-8.174,-0.094,0.795,-0.482,0.671,1.251,-0.397,80.000,4163.000,1.000
-19.305,-12.122,-19.794,-21.047,-9.395,-4.496,-1.867,-8.169,-0.097,0.797,-0.484,0.549,1.251,-0.458,80.000,4164.000,1.000
-16.534,-9.907,-16.898,-18.526,-7.670,-3.399,-1.076,-7.012,-0.096,0.796,-0.485,0.549,1.343,-0.488,80.000,4165.000,1.000
-13.037,-7.654,-12.893,-13.244,-5.372,-3.090,-0.113,-4.822,-0.096,0.796,-0.481,0.488,1.282,-0.305,80.000,4166.000,1.000
-9.588,-5.598,-8.559,-6.185,-2.985,-3.708,0.499,-2.196,-0.094,0.794,-0.481,0.427,1.282,-0.336,80.000,4167.000,1.000
-7.236,-4.306,-5.084,0.412,-1.313,-5.408,0.153,-0.288,-0.095,0.795,-0.483,0.458,1.251,-0.458,80.000,4168.000,1.000
-6.728,-4.083,-3.274,4.397,-0.842,-7.745,-1.167,0.103,-0.094,0.795,-0.484,0.488,1.160,-0.336,80.000,4169.000,1.000
-7.488,-4.313,-2.662,5.711,-1.072,-9.473,-2.519,-0.383,-0.094,0.792,-0.485,0.427,1.221,-0.214,80.000,4170.000,1.000
-7.994,-4.001,-2.107,5.321,-1.120,-9.571,-2.865,-0.560,-0.093,0.794,-0.484,0.427,1.221,-0.214,80.000,4171.000,1.000
-7.462,-2.996,-1.259,3.112,-0.892,-8.325,-2.162,-0.385,-0.094,0.795,-0.481,0.519,1.129,-0.214,80.000,4172.000,1.000
-6.495,-2.121,-0.731,-1.123,-1.051,-6.989,-1.269,-0.711,-0.094,0.794,-0.483,0.488,1.251,-0.153,80.000,4173.000,1.000
-5.977,-2.220,-1.030,-6.033,-2.140,-6.683,-1.060,-2.029,-0.094,0.795,-0.485,0.458,1.190,-0.153,80.000,4174.000,1.000
-5.964,-3.435,-1.903,-9.591,-4.119,-7.726,-1.797,-4.099,-0.095,0.794,-0.483,0.488,1.160,-0.061,80.000,4175.000,1.000
-5.814,-5.318,-2.616,-10.689,-6.443,-9.604,-3.045,-6.228,-0.094,0.794,-0.485,0.488,1.190,-0.031,80.000,4176.000,1.000
-4.957,-7.322,-2.554,-9.379,-8.371,-11.437,-4.006,-7.586,-0.094,0.793,-0.485,0.519,1.221,-0.122,80.000,4177.000,1.000
-3.335,-9.143,-1.643,-6.464,-9.398,-12.650,-4.115,-7.685,-0.094,0.792,-0.483,0.702,1.343,0.000,80.000,4178.000,1.000
-1.396,-10.747,-0.474,-3.272,-9.614,-13.329,-3.478,-6.832,-0.092,0.794,-0.482,0.732,1.251,-0.031,80.000,4179.000,1.000
0.048,-12.247,-0.011,-1.198,-9.581,-13.996,-2.746,-5.926,-0.093,0.795,-0.484,0.549,1.312,-0.061,80.000,4180.000,1.000
0.202,-13.703,-0.873,-0.882,-9.748,-15.014,-2.504,-5.692,-0.092,0.794,-0.486,0.549,1.343,-0.183,80.000,4181.000,1.000
-0.984,-14.821,-2.683,-1.674,-9.955,-16.102,-2.760,-6.111,-0.092,0.794,-0.485,0.580,1.251,-0.153,80.000,4182.000,1.000
-2.526,-14.965,-4.254,-2.256,-9.671,-16.528,-3.089,-6.692,-0.093,0.794,-0.483,0.641,1.129,-0.153,80.000,4183.000,1.000
-3.353,-13.823,-4.704,-2.034,-8.868,-15.978,-3.414,-7.319,-0.092,0.796,-0.483,0.610,1.373,-0.122,80.000,4184.000,1.000
-3.360,-11.912,-4.169,-1.468,-8.327,-15.015,-4.282,-8.381,-0.092,0.795,-0.486,0.641,1.312,-0.092,80.000,4185.000,1.000
-3.050,-10.052,-3.223,-1.145,-8.784,-14.432,-6.047,-9.856,-0.093,0.797,-0.485,0.610,1.221,-0.092,80.000,4186.000,1.000
-2.438,-8.488,-2.043,-1.258,-10.094,-14.399,-8.204,-11.047,-0.093,0.795,-0.480,0.610,1.343,-0.122,80.000,4187.000,1.000
-0.983,-6.881,-0.431,-1.568,-11.441,-14.435,-9.911,-11.514,-0.094,0.796,-0.482,0.732,1.251,-0.092,80.000,4188.000,1.000
1.384,-4.994,1.610,-1.441,-12.046,-13.932,-10.677,-11.451,-0.095,0.797,-0.484,0.763,1.160,-0.092,80.000,4189.000,1.000
3.608,-3.135,3.480,-0.645,-11.582,-12.577,-10.279,-11.016,-0.094,0.794,-0.483,0.702,1.099,-0.122,80.000,4190.000,1.000
4.299,-1.896,4.281,0.037,-10.124,-10.488,-8.513,-9.900,-0.094,0.796,-0.482,0.671,1.129,-0.183,80.000,4191.000,1.000
2.907,-1.640,3.498,-0.256,-8.001,-8.219,-5.524,-7.724,-0.093,0.796,-0.484,0.671,1.160,-0.153,80.000,4192.000,1.000
-0.268,-2.416,1.216,-1.609,-5.867,-6.645,-2.175,-4.730,-0.094,0.797,-0.484,0.732,1.099,-0.153,80.000,4193.000,1.000
-4.595,-4.076,-2.122,-3.898,-4.594,-6.416,0.390,-1.974,-0.094,0.796,-0.484,0.671,1.129,-0.305,80.000,4194.000,1.000
-9.027,-6.100,-5.726,-7.027,-4.621,-7.292,1.659,-0.505,-0.094,0.796,-0.482,0.610,1.129,-0.275,80.000,4195.000,1.000
-12.077,-7.613,-8.497,-10.204,-5.499,-8.217,2.084,-0.393,-0.094,0.794,-0.482,0.671,1.099,-0.183,80.000,4196.000,1.000
-12.693,-7.944,-9.591,-12.006,-6.366,-8.168,2.452,-0.812,-0.094,0.795,-0.484,0.702,1.129,-0.214,80.000,4197.000,1.000
-11.147,-7.084,-8.984,-11.484,-6.723,-6.873,3.063,-0.919,-0.094,0.796,-0.483,0.671,1.099,-0.122,80.000,4198.000,1.000
-8.706,-5.473,-7.302,-8.822,-6.516,-4.722,3.673,-0.415,-0.094,0.794,-0.479,0.763,1.160,-0.183,80.000,4199.000,1.000
-6.467,-3.503,-5.164,-5.163,-5.653,-2.219,4.065,0.520,-0.094,0.793,-0.479,0.732,1.190,-0.183,80.000,4200.000,1.000
-4.770,-1.386,-2.893,-2.039,-3.895,0.311,4.391,1.518,-0.096,0.795,-0.478,0.732,1.190,-0.153,80.000,4201.000,1.000
-3.496,0.762,-0.675,-0.374,-1.124,2.712,5.007,2.435,-0.094,0.798,-0.479,0.732,1.068,-0.214,80.000,4202.000,1.000
-2.313,2.962,1.422,0.287,2.520,4.969,6.164,3.620,-0.095,0.798,-0.483,0.732,1.007,-0.275,80.000,4203.000,1.000
-0.723,5.348,3.463,1.175,6.627,7.127,7.801,5.425,-0.095,0.797,-0.483,0.610,1.007,-0.214,80.000,4204.000,1.000
1.355,7.863,5.293,2.742,10.454,9.193,9.593,7.497,-0.096,0.799,-0.481,0.671,1.038,-0.061,80.000,4205.000,1.000
3.030,10.011,6.280,4.022,13.177,11.154,11.344,9.127,-0.096,0.798,-0.480,0.732,0.977,-0.061,80.000,4206.000,1.000
3.231,11.236,5.830,3.898,14.515,13.098,13.284,10.173,-0.096,0.797,-0.480,0.610,0.977,0.000,80.000,4207.000,1.000
2.097,11.563,4.144,2.621,14.983,15.104,15.794,11.156,-0.096,0.797,-0.482,0.580,1.007,0.031,80.000,4208.000,1.000
0.811,11.498,2.116,1.618,15.355,16.935,18.829,12.619,-0.095,0.798,-0.482,0.580,0.977,0.031,80.000,4209.000,1.000
0.167,11.385,0.608,2.283,15.985,18.043,21.787,14.726,-0.095,0.799,-0.483,0.458,0.977,0.031,80.000,4210.000,1.000
-0.014,11.215,-0.025,5.175,16.704,18.060,23.925,17.307,-0.097,0.799,-0.483,0.519,0.946,0.000,80.000,4211.000,1.000
-0.067,10.966,0.106,9.708,17.178,17.132,24.803,19.972,-0.094,0.799,-0.482,0.488,0.977,-0.031,80.000,4212.000,1.000
0.214,10.697,0.721,14.340,17.186,15.784,24.463,22.165,-0.094,0.798,-0.482,0.458,0.916,0.122,80.000,4213.000,1.000
1.167,10.326,1.515,17.169,16.585,14.554,23.237,23.189,-0.093,0.796,-0.483,0.580,0.916,0.214,80.000,4214.000,1.000
2.602,9.576,2.038,16.490,15.153,13.631,21.291,22.283,-0.094,0.796,-0.487,0.519,1.007,0.183,80.000,4215.000,1.000
4.158,8.385,1.895,11.732,12.851,12.837,18.552,19.088,-0.092,0.795,-0.483,0.580,1.068,0.183,80.000,4216.000,1.000
5.972,7.223,1.281,4.643,10.261,12.003,15.263,14.308,-0.093,0.796,-0.484,0.671,1.068,0.214,80.000,4217.000,1.000
8.400,6.731,0.984,-1.104,8.420,11.219,12.273,9.651,-0.093,0.797,-0.483,0.610,1.099,0.244,80.000,4218.000,1.000
11.493,7.260,1.815,-2.364,8.122,10.762,10.544,6.860,-0.093,0.798,-0.483,0.671,1.129,0.275,80.000,4219.000,1.000
15.160,8.833,4.130,1.243,9.471,10.892,10.477,6.717,-0.092,0.796,-0.483,0.671,1.099,0.244,80.000,4220.000,1.000
19.296,11.103,7.620,7.419,11.909,11.602,11.633,8.706,-0.093,0.794,-0.479,0.732,1.129,0.336,80.000,4221.000,1.000
23.350,13.235,11.373,13.080,14.489,12.517,12.989,11.335,-0.093,0.795,-0.478,0.824,1.129,0.275,80.000,4222.000,1.000
26.403,14.397,14.488,16.340,16.439,13.305,13.701,13.089,-0.093,0.796,-0.477,0.885,1.160,0.214,80.000,4223.000,1.000
28.154,14.686,16.916,17.505,17.801,14.220,13.900,13.606,-0.093,0.796,-0.479,0.885,1.190,0.122,80.000,4224.000,1.000
29.359,15.144,19.374,18.366,19.305,15.889,14.471,13.751,-0.092,0.794,-0.480,0.977,1.190,0.153,80.000,4225.000,1.000
30.902,16.635,22.334,20.423,21.399,18.380,15.886,14.451,-0.093,0.792,-0.479,0.977,1.160,0.092,80.000,4226.000,1.000
32.902,19.044,25.457,23.735,23.670,20.784,17.545,15.811,-0.089,0.792,-0.478,0.977,1.221,-0.061,80.000,4227.000,1.000
35.050,21.727,28.105,27.115,25.339,21.932,18.399,17.278,-0.090,0.791,-0.479,1.007,1.099,-0.092,80.000,4228.000,1.000
37.288,24.241,30.016,29.062,26.032,21.390,17.958,18.289,-0.089,0.791,-0.479,1.160,1.251,-0.183,80.000,4229.000,1.000
39.614,26.377,31.280,28.831,25.916,19.695,16.552,18.658,-0.092,0.790,-0.481,1.282,1.312,-0.214,80.000,4230.000,1.000
41.611,27.926,31.990,27.165,25.344,17.872,14.861,18.602,-0.091,0.791,-0.477,1.343,1.251,-0.214,80.000,4231.000,1.000
42.702,28.709,32.158,25.701,24.573,16.748,13.376,18.431,-0.090,0.792,-0.481,1.495,1.312,-0.275,80.000,4232.000,1.000
42.686,28.751,31.777,25.243,23.648,16.585,12.195,18.070,-0.091,0.792,-0.481,1.556,1.312,-0.366,80.000,4233.000,1.000
41.660,28.243,30.858,25.145,22.432,17.170,11.194,17.090,-0.092,0.792,-0.481,1.617,1.251,-0.458,80.000,4234.000,1.000
39.515,27.244,29.384,24.276,20.729,18.005,10.215,15.240,-0.093,0.792,-0.482,1.617,1.373,-0.549,80.000,4235.000,1.000
36.088,25.696,27.427,22.112,18.499,18.535,9.190,12.757,-0.093,0.793,-0.483,1.770,1.343,-0.580,80.000,4236.000,1.000
31.985,23.849,25.385,19.202,16.101,18.512,8.222,10.264,-0.092,0.795,-0.482,1.770,1.312,-0.549,80.000,4237.000,1.000
28.498,22.210,23.764,16.580,14.096,18.041,7.450,8.410,-0.093,0.798,-0.482,1.831,1.465,-0.671,80.000,4238.000,1.000
26.417,20.911,22.662,14.942,12.780,17.238,6.837,7.617,-0.096,0.800,-0.485,1.862,1.404,-0.671,80.000,4239.000,1.000
25.332,19.509,21.677,14.459,12.052,16.043,6.233,8.028,-0.097,0.802,-0.486,1.770,1.343,-0.671,80.000,4240.000,1.000
24.148,17.475,20.177,14.601,11.496,14.329,5.483,9.227,-0.095,0.802,-0.483,1.678,1.251,-0.671,80.000,4241.000,1.000
21.991,14.770,17.720,14.372,10.614,12.088,4.482,10.307,-0.097,0.802,-0.485,1.526,1.221,-0.732,80.000,4242.000,1.000
18.510,11.841,14.333,13.291,9.182,9.504,3.261,10.719,-0.096,0.801,-0.484,1.434,1.129,-0.702,80.000,4243.000,1.000
13.571,9.043,10.361,11.525,7.262,6.773,1.853,10.439,-0.095,0.800,-0.486,1.404,1.068,-0.641,80.000,4244.000,1.000
7.398,6.435,6.311,9.289,5.027,4.022,0.119,9.297,-0.094,0.801,-0.485,1.465,1.099,-0.549,80.000,4245.000,1.000
1.016,4.250,2.928,7.019,2.848,1.542,-2.046,7.096,-0.096,0.800,-0.482,1.434,1.068,-0.488,80.000,4246.000,1.000
-4.302,2.911,0.882,5.662,1.163,-0.224,-4.529,4.243,-0.097,0.800,-0.485,1.373,0.977,-0.458,80.000,4247.000,1.000
-8.051,2.469,0.210,5.933,0.062,-1.021,-7.100,1.563,-0.096,0.802,-0.485,1.404,0.977,-0.336,80.000,4248.000,1.000
-10.419,2.647,0.439,7.334,-0.666,-0.826,-9.434,-0.365,-0.096,0.800,-0.483,1.312,0.977,-0.275,80.000,4249.000,1.000
-11.591,3.416,1.169,8.395,-1.080,0.384,-11.074,-1.513,-0.094,0.801,-0.483,1.190,0.946,-0.214,80.000,4250.000,1.000
-11.819,4.974,2.243,8.156,-0.977,2.627,-11.578,-2.271,-0.096,0.800,-0.485,1.160,0.854,-0.153,80.000,4251.000,1.000
-11.814,7.179,3.479,6.973,-0.254,5.524,-10.871,-3.120,-0.096,0.799,-0.482,1.129,0.793,-0.092,80.000,4252.000,1.000
-12.404,9.317,4.505,5.500,0.766,8.027,-9.529,-4.410,-0.096,0.799,-0.482,1.038,0.824,-0.061,80.000,4253.000,1.000
-13.802,10.473,4.951,3.752,1.505,8.889,-8.474,-6.257,-0.096,0.798,-0.483,1.038,0.793,0.000,80.000,4254.000,1.000
-15.507,10.176,4.749,1.760,1.656,7.572,-8.271,-8.396,-0.099,0.799,-0.482,1.038,0.793,0.092,80.000,4255.000,1.000
-16.945,8.705,4.241,0.293,1.431,4.621,-8.811,-10.194,-0.095,0.798,-0.485,0.946,0.763,0.122,80.000,4256.000,1.000
-17.780,6.966,4.096,0.425,1.349,1.244,-9.609,-11.039,-0.096,0.798,-0.480,0.854,0.702,0.122,80.000,4257.000,1.000
-17.685,6.004,4.936,2.485,1.777,-1.460,-10.268,-10.863,-0.094,0.796,-0.481,0.702,0.610,0.153,80.000,4258.000,1.000
-16.616,6.232,6.599,5.313,2.516,-2.981,-10.654,-10.343,-0.095,0.798,-0.481,0.732,0.549,0.122,80.000,4259.000,1.000
-15.271,7.076,7.966,6.829,2.866,-3.352,-10.719,-10.317,-0.095,0.797,-0.482,0.641,0.549,0.000,80.000,4260.000,1.000
-14.507,7.550,7.931,5.827,2.228,-2.818,-10.348,-11.052,-0.093,0.796,-0.481,0.610,0.580,0.031,80.000,4261.000,1.000
-14.222,7.149,6.456,3.067,0.647,-1.626,-9.449,-12.336,-0.094,0.797,-0.480,0.549,0.641,0.061,80.000,4262.000,1.000
-13.490,6.045,4.442,0.301,-1.236,-0.109,-8.166,-13.966,-0.093,0.796,-0.479,0.610,0.671,0.000,80.000,4263.000,1.000
-11.840,4.529,2.729,-1.844,-2.812,1.100,-7.076,-15.887,-0.093,0.797,-0.482,0.549,0.549,-0.031,80.000,4264.000,1.000
-9.661,2.793,1.682,-4.355,-3.798,1.328,-6.885,-17.882,-0.093,0.799,-0.483,0.610,0.580,-0.244,80.000,4265.000,1.000
-7.232,1.324,1.633,-7.627,-3.852,0.546,-7.633,-19.224,-0.092,0.798,-0.481,0.458,0.580,-0.214,80.000,4266.000,1.000
-4.207,0.780,2.942,-9.881,-2.549,-0.549,-8.494,-19.079,-0.091,0.797,-0.482,0.458,0.610,-0.122,80.000,4267.000,1.000
-0.401,1.231,5.342,-8.792,-0.064,-1.193,-8.576,-17.437,-0.092,0.796,-0.484,0.488,0.610,-0.153,80.000,4268.000,1.000
3.412,1.874,7.615,-4.189,2.475,-1.186,-7.778,-15.289,-0.093,0.795,-0.485,0.610,0.702,-0.275,80.000,4269.000,1.000
6.052,1.708,8.280,1.489,3.600,-0.921,-6.827,-13.927,-0.094,0.796,-0.479,0.580,0.763,-0.275,80.000,4270.000,1.000
7.258,0.416,6.829,5.463,2.638,-0.801,-6.529,-14.171,-0.094,0.798,-0.479,0.488,0.702,-0.305,80.000,4271.000,1.000
8.010,-1.400,4.205,6.772,0.248,-0.727,-7.082,-16.010,-0.094,0.796,-0.480,0.580,0.763,-0.214,80.000,4272.000,1.000
9.657,-2.541,2.102,6.242,-2.119,-0.115,-7.992,-18.774,-0.094,0.795,-0.482,0.610,0.763,-0.214,80.000,4273.000,1.000
13.209,-1.638,2.102,5.457,-2.992,1.832,-8.312,-21.508,-0.094,0.795,-0.482,0.610,0.854,-0.244,80.000,4274.000,1.000
